cghr10_title,icd10_range,icd10_code,cghr10_age
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H85,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",H72-H95,H95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I00,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I01,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I02,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I03,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I04,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I05,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I06,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I07,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I08,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I09,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I10,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I13,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I14,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I15,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I16,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I17,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I18,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I19,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I20,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I21,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I23,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I24,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I25,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I27,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I00-I28,I28,child
Other infections,I30,I30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I31,I31,child
Other infections,I32-I33,I32,child
Other infections,I32-I33,I33,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I34-I38,I34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I34-I38,I35,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I34-I38,I36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I34-I38,I37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I34-I38,I38,child
Other infections,I39-I41,I39,child
Other infections,I39-I41,I40,child
Other infections,I39-I41,I41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I48,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I49,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I51,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I52,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I53,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I54,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I55,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I56,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I57,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I58,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I59,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I60,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I62,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I63,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I64,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I65,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I66,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I67,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I68,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I69,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I71,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I72,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I73,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I85,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I96,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I97,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I98,child
"Epilepsy, leukaemia, and other noncommunicable diseases",I42-I99,I99,child
Pneumonia,J00-J22,J00,child
Pneumonia,J00-J22,J01,child
Pneumonia,J00-J22,J02,child
Pneumonia,J00-J22,J03,child
Pneumonia,J00-J22,J04,child
Pneumonia,J00-J22,J05,child
Pneumonia,J00-J22,J06,child
Pneumonia,J00-J22,J07,child
Pneumonia,J00-J22,J08,child
Pneumonia,J00-J22,J09,child
Pneumonia,J00-J22,J10,child
Pneumonia,J00-J22,J11,child
Pneumonia,J00-J22,J12,child
Pneumonia,J00-J22,J13,child
Pneumonia,J00-J22,J14,child
Pneumonia,J00-J22,J15,child
Pneumonia,J00-J22,J16,child
Pneumonia,J00-J22,J17,child
Pneumonia,J00-J22,J18,child
Pneumonia,J00-J22,J19,child
Pneumonia,J00-J22,J20,child
Pneumonia,J00-J22,J21,child
Pneumonia,J00-J22,J22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J30-J31,J30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J30-J31,J31,child
Pneumonia,J32,J32,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J33-J35,J33,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J33-J35,J34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J33-J35,J35,child
Pneumonia,J36,J36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J38,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J39,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J40,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J37-J47,J47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J60,J60,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J64,J64,child
Other infections,J65,J65,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J66-J70,J66,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J66-J70,J67,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J66-J70,J68,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J66-J70,J69,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J66-J70,J70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J80-J82,J80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J80-J82,J81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J80-J82,J82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J84,J84,child
Pneumonia,J85-J86,J85,child
Pneumonia,J85-J86,J86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J96,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J97,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J98,child
"Epilepsy, leukaemia, and other noncommunicable diseases",J90-J99,J99,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K00-K01,K00,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K00-K01,K01,child
Other infections,K02,K02,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K03,K03,child
Other infections,K04-K05,K04,child
Other infections,K04-K05,K05,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K06,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K07,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K08,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K09,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K10,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K13,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K14,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K15,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K16,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K17,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K18,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K19,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K20,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K21,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K23,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K24,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K25,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K27,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K28,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K29,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K31,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K32,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K33,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K35,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K38,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K39,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K40,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K48,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K49,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K51,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K52,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K53,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K54,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K55,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K56,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K57,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K58,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K59,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K06-K60,K60,child
Other infections,K61,K61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K62-K63,K62,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K62-K63,K63,child
Other infections,K65,K65,child
Other infections,K67,K67,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K71,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K72,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K73,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K70-K80,K80,child
Other infections,K81,K81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K85,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",K82-K93,K93,child
Other infections,L00-L04,L00,child
Other infections,L00-L04,L01,child
Other infections,L00-L04,L02,child
Other infections,L00-L04,L03,child
Other infections,L00-L04,L04,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L05,L05,child
Other infections,L08,L08,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L10,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L13,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L14,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L15,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L16,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L17,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L18,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L19,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L20,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L21,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L23,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L24,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L25,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L27,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L28,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L29,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L31,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L32,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L33,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L35,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L38,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L39,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L40,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L48,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L49,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L51,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L52,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L53,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L54,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L55,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L56,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L57,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L58,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L59,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L60,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L62,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L63,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L64,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L65,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L66,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L67,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L68,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L69,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L71,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L72,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L73,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L85,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L96,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L97,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L98,child
"Epilepsy, leukaemia, and other noncommunicable diseases",L10-L99,L99,child
Other infections,M00-M01,M00,child
Other infections,M00-M01,M01,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M02,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M03,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M04,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M05,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M06,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M07,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M08,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M09,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M10,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M13,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M14,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M15,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M16,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M17,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M18,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M19,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M20,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M21,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M23,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M24,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M25,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M27,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M28,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M29,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M31,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M32,child
