"cod","icd10_range","icd10"
"Epilepsy, leukaemia, and other noncommunicable diseases","K70-K80","K80"
"Other infections","K81","K81"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K82"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K83"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K84"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K85"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K86"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K87"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K88"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K89"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K90"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K91"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K92"
"Epilepsy, leukaemia, and other noncommunicable diseases","K82-K93","K93"
"Other infections","L00-L04","L00"
"Other infections","L00-L04","L01"
"Other infections","L00-L04","L02"
"Other infections","L00-L04","L03"
"Other infections","L00-L04","L04"
"Epilepsy, leukaemia, and other noncommunicable diseases","L05","L05"
"Other infections","L08","L08"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L10"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L11"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L12"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L13"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L14"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L15"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L16"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L17"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L18"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L19"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L20"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L21"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L22"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L23"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L24"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L25"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L26"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L27"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L28"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L29"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L30"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L31"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L32"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L33"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L34"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L35"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L36"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L37"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L38"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L39"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L40"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L41"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L42"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L43"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L44"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L45"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L46"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L47"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L48"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L49"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L50"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L51"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L52"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L53"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L54"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L55"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L56"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L57"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L58"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L59"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L60"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L61"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L62"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L63"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L64"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L65"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L66"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L67"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L68"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L69"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L70"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L71"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L72"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L73"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L74"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L75"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L76"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L77"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L78"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L79"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L80"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L81"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L82"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L83"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L84"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L85"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L86"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L87"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L88"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L89"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L90"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L91"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L92"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L93"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L94"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L95"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L96"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L97"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L98"
"Epilepsy, leukaemia, and other noncommunicable diseases","L10-L99","L99"
"Other infections","M00-M01","M00"
"Other infections","M00-M01","M01"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M02"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M03"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M04"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M05"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M06"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M07"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M08"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M09"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M10"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M11"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M12"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M13"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M14"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M15"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M16"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M17"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M18"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M19"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M20"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M21"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M22"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M23"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M24"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M25"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M26"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M27"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M28"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M29"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M30"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M31"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M32"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M33"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M34"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M35"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M36"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M37"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M38"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M39"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M40"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M41"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M42"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M43"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M44"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M45"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M46"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M47"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M48"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M49"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M50"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M51"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M52"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M53"
"Epilepsy, leukaemia, and other noncommunicable diseases","M02-M54","M54"
"Other infections","M60","M60"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M61"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M62"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M63"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M64"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M65"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M66"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M67"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M68"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M69"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M70"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M71"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M72"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M73"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M74"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M75"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M76"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M77"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M78"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M79"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M80"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M81"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M82"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M83"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M84"
"Epilepsy, leukaemia, and other noncommunicable diseases","M61-M85","M85"
"Other infections","M86","M86"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M87"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M88"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M89"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M90"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M91"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M92"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M93"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M94"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M95"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M96"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M97"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M98"
"Epilepsy, leukaemia, and other noncommunicable diseases","M87-M99","M99"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N00"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N01"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N02"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N03"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N04"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N05"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N06"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N07"
"Epilepsy, leukaemia, and other noncommunicable diseases","N00-N08","N08"
"Other infections","N10","N10"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N11"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N12"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N13"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N14"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N15"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N16"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N17"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N18"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N19"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N20"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N21"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N22"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N23"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N24"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N25"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N26"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N27"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N28"
"Epilepsy, leukaemia, and other noncommunicable diseases","N11-N29","N29"
"Other infections","N30","N30"
"Epilepsy, leukaemia, and other noncommunicable diseases","N31-N33","N31"
"Epilepsy, leukaemia, and other noncommunicable diseases","N31-N33","N32"
"Epilepsy, leukaemia, and other noncommunicable diseases","N31-N33","N33"
"Other infections","N34","N34"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N35"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N36"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N37"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N38"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N39"
"Epilepsy, leukaemia, and other noncommunicable diseases","N35-N40","N40"
"Other infections","N41","N41"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N42"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N43"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N44"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N45"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N46"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N47"
"Epilepsy, leukaemia, and other noncommunicable diseases","N42-N48","N48"
"Other infections","N49","N49"
"Epilepsy, leukaemia, and other noncommunicable diseases","N50-N51","N50"
"Epilepsy, leukaemia, and other noncommunicable diseases","N50-N51","N51"
"Epilepsy, leukaemia, and other noncommunicable diseases","N60","N60"
"Other infections","N61","N61"
"Epilepsy, leukaemia, and other noncommunicable diseases","N62-N64","N62"
"Epilepsy, leukaemia, and other noncommunicable diseases","N62-N64","N63"
"Epilepsy, leukaemia, and other noncommunicable diseases","N62-N64","N64"
"Other infections","N70-N74","N70"
"Other infections","N70-N74","N71"
"Other infections","N70-N74","N72"
"Other infections","N70-N74","N73"
"Other infections","N70-N74","N74"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N75"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N76"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N77"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N78"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N79"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N80"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N81"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N82"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N83"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N84"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N85"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N86"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N87"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N88"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N89"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N90"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N91"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N92"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N93"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N94"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N95"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N96"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N97"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N98"
"Epilepsy, leukaemia, and other noncommunicable diseases","N75-N99","N99"
"Other","P00","P00"
"Congenital anomalies","P01","P01"
"Other","P02-P03","P02"
"Other","P02-P03","P03"
"Epilepsy, leukaemia, and other noncommunicable diseases","P04","P04"
"Congenital anomalies","P05","P05"
"Congenital anomalies","P07","P07"
"Epilepsy, leukaemia, and other noncommunicable diseases","P08","P08"
"Other","P10-P15","P10"
"Other","P10-P15","P11"
"Other","P10-P15","P12"
"Other","P10-P15","P13"
"Other","P10-P15","P14"
"Other","P10-P15","P15"
"Other","P20","P20"
"Congenital anomalies","P21","P21"
"Other","P22","P22"
"Pneumonia","P23","P23"
"Other","P24-P26","P24"
"Other","P24-P26","P25"
"Other","P24-P26","P26"
"Epilepsy, leukaemia, and other noncommunicable diseases","P27","P27"
"Other","P28-P29","P28"
"Other","P28-P29","P29"
"Other infections","P35-P39","P35"
"Other infections","P35-P39","P36"
"Other infections","P35-P39","P37"
"Other infections","P35-P39","P38"
"Other infections","P35-P39","P39"
"Other","P50","P50"
"Epilepsy, leukaemia, and other noncommunicable diseases","P51","P51"
"Other","P52","P52"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P53"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P54"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P55"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P56"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P57"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P58"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P59"
"Epilepsy, leukaemia, and other noncommunicable diseases","P53-P60","P60"
"Other","P61","P61"
"Epilepsy, leukaemia, and other noncommunicable diseases","P70-P72","P70"
"Epilepsy, leukaemia, and other noncommunicable diseases","P70-P72","P71"
"Epilepsy, leukaemia, and other noncommunicable diseases","P70-P72","P72"
"Epilepsy, leukaemia, and other noncommunicable diseases","P74-P76","P74"
"Epilepsy, leukaemia, and other noncommunicable diseases","P74-P76","P75"
"Epilepsy, leukaemia, and other noncommunicable diseases","P74-P76","P76"
"Other","P77","P77"
"Epilepsy, leukaemia, and other noncommunicable diseases","P78","P78"
"Epilepsy, leukaemia, and other noncommunicable diseases","P80-P83","P80"
"Epilepsy, leukaemia, and other noncommunicable diseases","P80-P83","P81"
"Epilepsy, leukaemia, and other noncommunicable diseases","P80-P83","P82"
"Epilepsy, leukaemia, and other noncommunicable diseases","P80-P83","P83"
"Other","P90-P91","P90"
"Other","P90-P91","P91"
"Epilepsy, leukaemia, and other noncommunicable diseases","P92-P94","P92"
"Epilepsy, leukaemia, and other noncommunicable diseases","P92-P94","P93"
"Epilepsy, leukaemia, and other noncommunicable diseases","P92-P94","P94"
"Ill-defined","P96","P96"
"Congenital anomalies","Q00-Q99","Q00"
"Congenital anomalies","Q00-Q99","Q01"
"Congenital anomalies","Q00-Q99","Q02"
"Congenital anomalies","Q00-Q99","Q03"
"Congenital anomalies","Q00-Q99","Q04"
"Congenital anomalies","Q00-Q99","Q05"
"Congenital anomalies","Q00-Q99","Q06"
"Congenital anomalies","Q00-Q99","Q07"
"Congenital anomalies","Q00-Q99","Q08"
"Congenital anomalies","Q00-Q99","Q09"
"Congenital anomalies","Q00-Q99","Q10"
"Congenital anomalies","Q00-Q99","Q11"
"Congenital anomalies","Q00-Q99","Q12"
"Congenital anomalies","Q00-Q99","Q13"
"Congenital anomalies","Q00-Q99","Q14"
"Congenital anomalies","Q00-Q99","Q15"
"Congenital anomalies","Q00-Q99","Q16"
"Congenital anomalies","Q00-Q99","Q17"
"Congenital anomalies","Q00-Q99","Q18"
"Congenital anomalies","Q00-Q99","Q19"
"Congenital anomalies","Q00-Q99","Q20"
"Congenital anomalies","Q00-Q99","Q21"
"Congenital anomalies","Q00-Q99","Q22"
"Congenital anomalies","Q00-Q99","Q23"
"Congenital anomalies","Q00-Q99","Q24"
"Congenital anomalies","Q00-Q99","Q25"
"Congenital anomalies","Q00-Q99","Q26"
"Congenital anomalies","Q00-Q99","Q27"
"Congenital anomalies","Q00-Q99","Q28"
"Congenital anomalies","Q00-Q99","Q29"
"Congenital anomalies","Q00-Q99","Q30"
"Congenital anomalies","Q00-Q99","Q31"
"Congenital anomalies","Q00-Q99","Q32"
"Congenital anomalies","Q00-Q99","Q33"
"Congenital anomalies","Q00-Q99","Q34"
"Congenital anomalies","Q00-Q99","Q35"
"Congenital anomalies","Q00-Q99","Q36"
"Congenital anomalies","Q00-Q99","Q37"
"Congenital anomalies","Q00-Q99","Q38"
"Congenital anomalies","Q00-Q99","Q39"
"Congenital anomalies","Q00-Q99","Q40"
"Congenital anomalies","Q00-Q99","Q41"
"Congenital anomalies","Q00-Q99","Q42"
"Congenital anomalies","Q00-Q99","Q43"
"Congenital anomalies","Q00-Q99","Q44"
"Congenital anomalies","Q00-Q99","Q45"
"Congenital anomalies","Q00-Q99","Q46"
"Congenital anomalies","Q00-Q99","Q47"
"Congenital anomalies","Q00-Q99","Q48"
"Congenital anomalies","Q00-Q99","Q49"
"Congenital anomalies","Q00-Q99","Q50"
"Congenital anomalies","Q00-Q99","Q51"
"Congenital anomalies","Q00-Q99","Q52"
"Congenital anomalies","Q00-Q99","Q53"
"Congenital anomalies","Q00-Q99","Q54"
"Congenital anomalies","Q00-Q99","Q55"
"Congenital anomalies","Q00-Q99","Q56"
"Congenital anomalies","Q00-Q99","Q57"
"Congenital anomalies","Q00-Q99","Q58"
"Congenital anomalies","Q00-Q99","Q59"
"Congenital anomalies","Q00-Q99","Q60"
"Congenital anomalies","Q00-Q99","Q61"
"Congenital anomalies","Q00-Q99","Q62"
"Congenital anomalies","Q00-Q99","Q63"
"Congenital anomalies","Q00-Q99","Q64"
"Congenital anomalies","Q00-Q99","Q65"
"Congenital anomalies","Q00-Q99","Q66"
"Congenital anomalies","Q00-Q99","Q67"
"Congenital anomalies","Q00-Q99","Q68"
"Congenital anomalies","Q00-Q99","Q69"
"Congenital anomalies","Q00-Q99","Q70"
"Congenital anomalies","Q00-Q99","Q71"
"Congenital anomalies","Q00-Q99","Q72"
"Congenital anomalies","Q00-Q99","Q73"
"Congenital anomalies","Q00-Q99","Q74"
"Congenital anomalies","Q00-Q99","Q75"
"Congenital anomalies","Q00-Q99","Q76"
"Congenital anomalies","Q00-Q99","Q77"
"Congenital anomalies","Q00-Q99","Q78"
"Congenital anomalies","Q00-Q99","Q79"
"Congenital anomalies","Q00-Q99","Q80"
"Congenital anomalies","Q00-Q99","Q81"
"Congenital anomalies","Q00-Q99","Q82"
"Congenital anomalies","Q00-Q99","Q83"
"Congenital anomalies","Q00-Q99","Q84"
"Congenital anomalies","Q00-Q99","Q85"
"Congenital anomalies","Q00-Q99","Q86"
"Congenital anomalies","Q00-Q99","Q87"
"Congenital anomalies","Q00-Q99","Q88"
"Congenital anomalies","Q00-Q99","Q89"
"Congenital anomalies","Q00-Q99","Q90"
"Congenital anomalies","Q00-Q99","Q91"
"Congenital anomalies","Q00-Q99","Q92"
"Congenital anomalies","Q00-Q99","Q93"
"Congenital anomalies","Q00-Q99","Q94"
"Congenital anomalies","Q00-Q99","Q95"
"Congenital anomalies","Q00-Q99","Q96"
"Congenital anomalies","Q00-Q99","Q97"
"Congenital anomalies","Q00-Q99","Q98"
"Congenital anomalies","Q00-Q99","Q99"
"Epilepsy, leukaemia, and other noncommunicable diseases","R00-R01","R00"
"Epilepsy, leukaemia, and other noncommunicable diseases","R00-R01","R01"
"Ill-defined","R02","R02"
"Epilepsy, leukaemia, and other noncommunicable diseases","R03-R06","R03"
"Epilepsy, leukaemia, and other noncommunicable diseases","R03-R06","R04"
"Epilepsy, leukaemia, and other noncommunicable diseases","R03-R06","R05"
"Epilepsy, leukaemia, and other noncommunicable diseases","R03-R06","R06"
"Ill-defined","R07","R07"
