icd10_code,cghr_code,cghr_label,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range
L83,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L84,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L85,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L86,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L87,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L88,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L89,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L90,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L91,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L92,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L93,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L94,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L95,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L96,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L97,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L98,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
L99,14,Other NCDs,3,2,2F,2F01,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Skin diseases,"L05,L10-L99,R20-R23"
M00,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
M01,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
M02,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M03,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M04,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M05,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M06,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M07,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M08,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M09,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M10,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M11,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M12,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M13,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M14,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M15,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M16,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M17,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M18,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M19,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M20,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M21,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M22,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M23,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M24,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M25,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M26,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M27,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M28,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M29,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M30,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M31,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M32,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M33,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M34,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M35,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M36,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M37,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M38,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M39,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M40,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M41,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M42,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M43,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M44,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M45,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M46,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M47,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M48,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M49,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M50,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M51,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M52,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M53,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M54,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M60,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
M61,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M62,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M63,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M64,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M65,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M66,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M67,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M68,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M69,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M70,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M71,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M72,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M73,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M74,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M75,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M76,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M77,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M78,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M79,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M80,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M81,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M82,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M83,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M84,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M85,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M86,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
M87,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M88,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M89,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M90,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M91,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M92,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M93,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M94,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M95,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M96,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M97,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M98,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
M99,14,Other NCDs,3,2,2F,2F02,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Musculoskeletal disorders,"M02-M54,M61-M85,M87-M99"
N00,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N01,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N02,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N03,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N04,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N05,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N06,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N07,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N08,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N10,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
N11,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N12,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N13,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N14,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N15,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N16,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N17,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N18,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N19,14,Other NCDs,3,2,2K,2K01,Noncommunicable diseases,Genito-urinary diseases,Nephritis and nephrosis,"N00-N08,N11-N19"
N20,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N21,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N22,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N23,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N24,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N25,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N26,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N27,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N28,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N29,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N30,4,Unspec. infect.,3,1,1K,1K02,"Communicable, maternal, perinatal and nutritional conditions",Acute bacterial sepsis & severe Infections,Severe Localized Infection,"H10,H60,I30,I32-I33,I39-I41,K02,K04-K05,K61,K65,K67,K81,L00-L04,L08,M00-M01,M60,M86,N10,N30,N34,N41,N49,N61"
N31,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N32,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
N33,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
