icdequivalence,icdequivalence_desc,icd10_code
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M72
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M73
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M75
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M76
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M77
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M79
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M80
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M81
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M82
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M83
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M84
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M85
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M87
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M88
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M89
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M90
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M91
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M92
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M93
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M94
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M95
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M96
"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",Musculoskeletal disorders,M99
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N00
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N01
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N02
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N03
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N04
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N05
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N06
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N07
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N08
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N11
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N12
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N13
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N14
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N15
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N16
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N17
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N18
"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",Nephritis and nephrosis,N19
"N20,N21,N22,N23",Urolithiasis,N20
"N20,N21,N22,N23",Urolithiasis,N21
"N20,N21,N22,N23",Urolithiasis,N22
"N20,N21,N22,N23",Urolithiasis,N23
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N25
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N26
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N27
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N28
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N29
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N31
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N32
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N33
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N35
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N36
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N37
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N39
"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",Other genitourinary system - Kidney & Ureter,N99
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N40
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N42
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N43
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N44
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N45
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N46
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N47
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N48
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N50
"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",Other genitourinary system - Male genital organs,N51
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N75
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N76
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N77
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N80
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N81
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N82
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N83
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N84
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N85
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N86
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N88
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N89
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N90
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N91
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N92
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N93
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N94
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N95
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N96
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N97
"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",Other genitourinary system - Female pelvic organs,N98
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O00
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O01
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O02
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O03
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O04
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O05
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O06
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O07
"O00,O01,O02,O03,O04,O05,O06,O07,O08",Abortion or miscarrage,O08
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O11
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O12
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O13
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O14
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O15
"O11,O12,O13,O14,O15,O16",Hypertensive disorders of pregnancy,O16
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O20
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O43
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O44
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O45
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O46
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O67
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O71
"O20,O43,O44,O45,O46,O67,O71,O72",Obstetric haemorrhage,O72
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O21
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O22
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O24
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O25
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O26
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O28
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O29
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O30
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O31
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O32
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O33
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O34
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O35
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O36
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O40
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O42
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O43
"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",Other maternal conditions (2),O47
