kind,kind_depth,chapter,code,title
category,2,XVII,Q20.2,Double outlet left ventricle
category,2,XVII,Q20.3,Discordant ventriculoarterial connection
category,2,XVII,Q20.4,Double inlet ventricle
category,2,XVII,Q20.5,Discordant atrioventricular connection
category,2,XVII,Q20.6,Isomerism of atrial appendages
category,2,XVII,Q20.8,Other congenital malformations of cardiac chambers and connections
category,2,XVII,Q20.9,"Congenital malformation of cardiac chambers and connections, unspecified"
category,1,XVII,Q21,Congenital malformations of cardiac septa
category,2,XVII,Q21.0,Ventricular septal defect
category,2,XVII,Q21.1,Atrial septal defect
category,2,XVII,Q21.2,Atrioventricular septal defect
category,2,XVII,Q21.3,Tetralogy of Fallot
category,2,XVII,Q21.4,Aortopulmonary septal defect
category,2,XVII,Q21.8,Other congenital malformations of cardiac septa
category,2,XVII,Q21.9,"Congenital malformation of cardiac septum, unspecified"
category,1,XVII,Q22,Congenital malformations of pulmonary and tricuspid valves
category,2,XVII,Q22.0,Pulmonary valve atresia
category,2,XVII,Q22.1,Congenital pulmonary valve stenosis
category,2,XVII,Q22.2,Congenital pulmonary valve insufficiency
category,2,XVII,Q22.3,Other congenital malformations of pulmonary valve
category,2,XVII,Q22.4,Congenital tricuspid stenosis
category,2,XVII,Q22.5,Ebstein anomaly
category,2,XVII,Q22.6,Hypoplastic right heart syndrome
category,2,XVII,Q22.8,Other congenital malformations of tricuspid valve
category,2,XVII,Q22.9,"Congenital malformation of tricuspid valve, unspecified"
category,1,XVII,Q23,Congenital malformations of aortic and mitral valves
category,2,XVII,Q23.0,Congenital stenosis of aortic valve
category,2,XVII,Q23.1,Congenital insufficiency of aortic valve
category,2,XVII,Q23.2,Congenital mitral stenosis
category,2,XVII,Q23.3,Congenital mitral insufficiency
category,2,XVII,Q23.4,Hypoplastic left heart syndrome
category,2,XVII,Q23.8,Other congenital malformations of aortic and mitral valves
category,2,XVII,Q23.9,"Congenital malformation of aortic and mitral valves, unspecified"
category,1,XVII,Q24,Other congenital malformations of heart
category,2,XVII,Q24.0,Dextrocardia
category,2,XVII,Q24.1,Laevocardia
category,2,XVII,Q24.2,Cor triatriatum
category,2,XVII,Q24.3,Pulmonary infundibular stenosis
category,2,XVII,Q24.4,Congenital subaortic stenosis
category,2,XVII,Q24.5,Malformation of coronary vessels
category,2,XVII,Q24.6,Congenital heart block
category,2,XVII,Q24.8,Other specified congenital malformations of heart
category,2,XVII,Q24.9,"Congenital malformation of heart, unspecified"
category,1,XVII,Q25,Congenital malformations of great arteries
category,2,XVII,Q25.0,Patent ductus arteriosus
category,2,XVII,Q25.1,Coarctation of aorta
category,2,XVII,Q25.2,Atresia of aorta
category,2,XVII,Q25.3,Stenosis of aorta
category,2,XVII,Q25.4,Other congenital malformations of aorta
category,2,XVII,Q25.5,Atresia of pulmonary artery
category,2,XVII,Q25.6,Stenosis of pulmonary artery
category,2,XVII,Q25.7,Other congenital malformations of pulmonary artery
category,2,XVII,Q25.8,Other congenital malformations of great arteries
category,2,XVII,Q25.9,"Congenital malformation of great arteries, unspecified"
category,1,XVII,Q26,Congenital malformations of great veins
category,2,XVII,Q26.0,Congenital stenosis of vena cava
category,2,XVII,Q26.1,Persistent left superior vena cava
category,2,XVII,Q26.2,Total anomalous pulmonary venous connection
category,2,XVII,Q26.3,Partial anomalous pulmonary venous connection
category,2,XVII,Q26.4,"Anomalous pulmonary venous connection, unspecified"
category,2,XVII,Q26.5,Anomalous portal venous connection
category,2,XVII,Q26.6,Portal vein-hepatic artery fistula
category,2,XVII,Q26.8,Other congenital malformations of great veins
category,2,XVII,Q26.9,"Congenital malformation of great vein, unspecified"
category,1,XVII,Q27,Other congenital malformations of peripheral vascular system
category,2,XVII,Q27.0,Congenital absence and hypoplasia of umbilical artery
category,2,XVII,Q27.1,Congenital renal artery stenosis
category,2,XVII,Q27.2,Other congenital malformations of renal artery
category,2,XVII,Q27.3,Peripheral arteriovenous malformation
category,2,XVII,Q27.4,Congenital phlebectasia
category,2,XVII,Q27.8,Other specified congenital malformations of peripheral vascular system
category,2,XVII,Q27.9,"Congenital malformation of peripheral vascular system, unspecified"
category,1,XVII,Q28,Other congenital malformations of circulatory system
category,2,XVII,Q28.0,Arteriovenous malformation of precerebral vessels
category,2,XVII,Q28.1,Other malformations of precerebral vessels
category,2,XVII,Q28.2,Arteriovenous malformation of cerebral vessels
category,2,XVII,Q28.3,Other malformations of cerebral vessels
category,2,XVII,Q28.8,Other specified congenital malformations of circulatory system
category,2,XVII,Q28.9,"Congenital malformation of circulatory system, unspecified"
block,1,XVII,Q30-Q34,Congenital malformations of the respiratory system
category,1,XVII,Q30,Congenital malformations of nose
category,2,XVII,Q30.0,Choanal atresia
category,2,XVII,Q30.1,Agenesis and underdevelopment of nose
category,2,XVII,Q30.2,"Fissured, notched and cleft nose"
category,2,XVII,Q30.3,Congenital perforated nasal septum
category,2,XVII,Q30.8,Other congenital malformations of nose
category,2,XVII,Q30.9,"Congenital malformation of nose, unspecified"
category,1,XVII,Q31,Congenital malformations of larynx
category,2,XVII,Q31.0,Web of larynx
category,2,XVII,Q31.1,Congenital subglottic stenosis
category,2,XVII,Q31.2,Laryngeal hypoplasia
category,2,XVII,Q31.3,Laryngocele
category,2,XVII,Q31.5,Congenital laryngomalacia
category,2,XVII,Q31.8,Other congenital malformations of larynx
category,2,XVII,Q31.9,"Congenital malformation of larynx, unspecified"
category,1,XVII,Q32,Congenital malformations of trachea and bronchus
category,2,XVII,Q32.0,Congenital tracheomalacia
category,2,XVII,Q32.1,Other congenital malformations of trachea
category,2,XVII,Q32.2,Congenital bronchomalacia
category,2,XVII,Q32.3,Congenital stenosis of bronchus
category,2,XVII,Q32.4,Other congenital malformations of bronchus
category,1,XVII,Q33,Congenital malformations of lung
category,2,XVII,Q33.0,Congenital cystic lung
category,2,XVII,Q33.1,Accessory lobe of lung
category,2,XVII,Q33.2,Sequestration of lung
category,2,XVII,Q33.3,Agenesis of lung
category,2,XVII,Q33.4,Congenital bronchiectasis
category,2,XVII,Q33.5,Ectopic tissue in lung
category,2,XVII,Q33.6,Hypoplasia and dysplasia of lung
category,2,XVII,Q33.8,Other congenital malformations of lung
category,2,XVII,Q33.9,"Congenital malformation of lung, unspecified"
category,1,XVII,Q34,Other congenital malformations of respiratory system
category,2,XVII,Q34.0,Anomaly of pleura
category,2,XVII,Q34.1,Congenital cyst of mediastinum
category,2,XVII,Q34.8,Other specified congenital malformations of respiratory system
category,2,XVII,Q34.9,"Congenital malformation of respiratory system, unspecified"
block,1,XVII,Q35-Q37,Cleft lip and cleft palate
category,1,XVII,Q35,Cleft palate
category,2,XVII,Q35.1,Cleft hard palate
category,2,XVII,Q35.3,Cleft soft palate
category,2,XVII,Q35.5,Cleft hard palate with cleft soft palate
category,2,XVII,Q35.7,Cleft uvula
category,2,XVII,Q35.9,"Cleft palate, unspecified"
category,1,XVII,Q36,Cleft lip
category,2,XVII,Q36.0,"Cleft lip, bilateral"
category,2,XVII,Q36.1,"Cleft lip, median"
category,2,XVII,Q36.9,"Cleft lip, unilateral"
category,1,XVII,Q37,Cleft palate with cleft lip
category,2,XVII,Q37.0,Cleft hard palate with bilateral cleft lip
category,2,XVII,Q37.1,Cleft hard palate with unilateral cleft lip
category,2,XVII,Q37.2,Cleft soft palate with bilateral cleft lip
category,2,XVII,Q37.3,Cleft soft palate with unilateral cleft lip
category,2,XVII,Q37.4,Cleft hard and soft palate with bilateral cleft lip
category,2,XVII,Q37.5,Cleft hard and soft palate with unilateral cleft lip
category,2,XVII,Q37.8,Unspecified cleft palate with bilateral cleft lip
category,2,XVII,Q37.9,Unspecified cleft palate with unilateral cleft lip
block,1,XVII,Q38-Q45,Other congenital malformations of the digestive system
category,1,XVII,Q38,"Other congenital malformations of tongue, mouth and pharynx"
category,2,XVII,Q38.0,"Congenital malformations of lips, not elsewhere classified"
category,2,XVII,Q38.1,Ankyloglossia
category,2,XVII,Q38.2,Macroglossia
category,2,XVII,Q38.3,Other congenital malformations of tongue
category,2,XVII,Q38.4,Congenital malformations of salivary glands and ducts
category,2,XVII,Q38.5,"Congenital malformations of palate, not elsewhere classified"
category,2,XVII,Q38.6,Other congenital malformations of mouth
category,2,XVII,Q38.7,Pharyngeal pouch
category,2,XVII,Q38.8,Other congenital malformations of pharynx
category,1,XVII,Q39,Congenital malformations of oesophagus
category,2,XVII,Q39.0,Atresia of oesophagus without fistula
category,2,XVII,Q39.1,Atresia of oesophagus with tracheo-oesophageal fistula
category,2,XVII,Q39.2,Congenital tracheo-oesophageal fistula without atresia
category,2,XVII,Q39.3,Congenital stenosis and stricture of oesophagus
category,2,XVII,Q39.4,Congenital oesophageal web
category,2,XVII,Q39.5,Congenital dilatation of oesophagus
category,2,XVII,Q39.6,Diverticulum of oesophagus
category,2,XVII,Q39.8,Other congenital malformations of oesophagus
category,2,XVII,Q39.9,"Congenital malformation of oesophagus, unspecified"
category,1,XVII,Q40,Other congenital malformations of upper alimentary tract
category,2,XVII,Q40.0,Congenital hypertrophic pyloric stenosis
category,2,XVII,Q40.1,Congenital hiatus hernia
category,2,XVII,Q40.2,Other specified congenital malformations of stomach
category,2,XVII,Q40.3,"Congenital malformation of stomach, unspecified"
category,2,XVII,Q40.8,Other specified congenital malformations of upper alimentary tract
category,2,XVII,Q40.9,"Congenital malformation of upper alimentary tract, unspecified"
category,1,XVII,Q41,"Congenital absence, atresia and stenosis of small intestine"
category,2,XVII,Q41.0,"Congenital absence, atresia and stenosis of duodenum"
category,2,XVII,Q41.1,"Congenital absence, atresia and stenosis of jejunum"
category,2,XVII,Q41.2,"Congenital absence, atresia and stenosis of ileum"
category,2,XVII,Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine"
category,2,XVII,Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified"
category,1,XVII,Q42,"Congenital absence, atresia and stenosis of large intestine"
category,2,XVII,Q42.0,"Congenital absence, atresia and stenosis of rectum with fistula"
category,2,XVII,Q42.1,"Congenital absence, atresia and stenosis of rectum without fistula"
category,2,XVII,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula"
category,2,XVII,Q42.3,"Congenital absence, atresia and stenosis of anus without fistula"
category,2,XVII,Q42.8,"Congenital absence, atresia and stenosis of other parts of large intestine"
category,2,XVII,Q42.9,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
category,1,XVII,Q43,Other congenital malformations of intestine
category,2,XVII,Q43.0,Meckel diverticulum
category,2,XVII,Q43.1,Hirschsprung disease
category,2,XVII,Q43.2,Other congenital functional disorders of colon
category,2,XVII,Q43.3,Congenital malformations of intestinal fixation
category,2,XVII,Q43.4,Duplication of intestine
category,2,XVII,Q43.5,Ectopic anus
category,2,XVII,Q43.6,Congenital fistula of rectum and anus
category,2,XVII,Q43.7,Persistent cloaca
category,2,XVII,Q43.8,Other specified congenital malformations of intestine
category,2,XVII,Q43.9,"Congenital malformation of intestine, unspecified"
category,1,XVII,Q44,"Congenital malformations of gallbladder, bile ducts and liver"
category,2,XVII,Q44.0,"Agenesis, aplasia and hypoplasia of gallbladder"
category,2,XVII,Q44.1,Other congenital malformations of gallbladder
category,2,XVII,Q44.2,Atresia of bile ducts
category,2,XVII,Q44.3,Congenital stenosis and stricture of bile ducts
category,2,XVII,Q44.4,Choledochal cyst
category,2,XVII,Q44.5,Other congenital malformations of bile ducts
category,2,XVII,Q44.6,Cystic disease of liver
category,2,XVII,Q44.7,Other congenital malformations of liver
category,1,XVII,Q45,Other congenital malformations of digestive system
category,2,XVII,Q45.0,"Agenesis, aplasia and hypoplasia of pancreas"
category,2,XVII,Q45.1,Annular pancreas
category,2,XVII,Q45.2,Congenital pancreatic cyst
category,2,XVII,Q45.3,Other congenital malformations of pancreas and pancreatic duct
category,2,XVII,Q45.8,Other specified congenital malformations of digestive system
category,2,XVII,Q45.9,"Congenital malformation of digestive system, unspecified"
block,1,XVII,Q50-Q56,Congenital malformations of genital organs
category,1,XVII,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
category,2,XVII,Q50.0,Congenital absence of ovary
category,2,XVII,Q50.1,Developmental ovarian cyst
category,2,XVII,Q50.2,Congenital torsion of ovary
category,2,XVII,Q50.3,Other congenital malformations of ovary
category,2,XVII,Q50.4,Embryonic cyst of fallopian tube
category,2,XVII,Q50.5,Embryonic cyst of broad ligament
category,2,XVII,Q50.6,Other congenital malformations of fallopian tube and broad ligament
category,1,XVII,Q51,Congenital malformations of uterus and cervix
category,2,XVII,Q51.0,Agenesis and aplasia of uterus
category,2,XVII,Q51.1,Doubling of uterus with doubling of cervix and vagina
category,2,XVII,Q51.2,Other doubling of uterus
category,2,XVII,Q51.3,Bicornate uterus
category,2,XVII,Q51.4,Unicornate uterus
category,2,XVII,Q51.5,Agenesis and aplasia of cervix
category,2,XVII,Q51.6,Embryonic cyst of cervix
category,2,XVII,Q51.7,Congenital fistulae between uterus and digestive and urinary tracts
category,2,XVII,Q51.8,Other congenital malformations of uterus and cervix
category,2,XVII,Q51.9,"Congenital malformation of uterus and cervix, unspecified"
category,1,XVII,Q52,Other congenital malformations of female genitalia
category,2,XVII,Q52.0,Congenital absence of vagina
category,2,XVII,Q52.1,Doubling of vagina
category,2,XVII,Q52.2,Congenital rectovaginal fistula
category,2,XVII,Q52.3,Imperforate hymen
category,2,XVII,Q52.4,Other congenital malformations of vagina
category,2,XVII,Q52.5,Fusion of labia
category,2,XVII,Q52.6,Congenital malformation of clitoris
category,2,XVII,Q52.7,Other congenital malformations of vulva
category,2,XVII,Q52.8,Other specified congenital malformations of female genitalia
category,2,XVII,Q52.9,"Congenital malformation of female genitalia, unspecified"
category,1,XVII,Q53,Undescended testicle
category,2,XVII,Q53.0,Ectopic testis
category,2,XVII,Q53.1,"Undescended testicle, unilateral"
category,2,XVII,Q53.2,"Undescended testicle, bilateral"
category,2,XVII,Q53.9,"Undescended testicle, unspecified"
category,1,XVII,Q54,Hypospadias
category,2,XVII,Q54.0,"Hypospadias, balanic"
category,2,XVII,Q54.1,"Hypospadias, penile"
category,2,XVII,Q54.2,"Hypospadias, penoscrotal"
category,2,XVII,Q54.3,"Hypospadias, perineal"
category,2,XVII,Q54.4,Congenital chordee
category,2,XVII,Q54.8,Other hypospadias
category,2,XVII,Q54.9,"Hypospadias, unspecified"
category,1,XVII,Q55,Other congenital malformations of male genital organs
category,2,XVII,Q55.0,Absence and aplasia of testis
category,2,XVII,Q55.1,Hypoplasia of testis and scrotum
category,2,XVII,Q55.2,Other congenital malformations of testis and scrotum
category,2,XVII,Q55.3,Atresia of vas deferens
category,2,XVII,Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate"
category,2,XVII,Q55.5,Congenital absence and aplasia of penis
category,2,XVII,Q55.6,Other congenital malformations of penis
category,2,XVII,Q55.8,Other specified congenital malformations of male genital organs
category,2,XVII,Q55.9,"Congenital malformation of male genital organ, unspecified"
category,1,XVII,Q56,Indeterminate sex and pseudohermaphroditism
category,2,XVII,Q56.0,"Hermaphroditism, not elsewhere classified"
category,2,XVII,Q56.1,"Male pseudohermaphroditism, not elsewhere classified"
category,2,XVII,Q56.2,"Female pseudohermaphroditism, not elsewhere classified"
category,2,XVII,Q56.3,"Pseudohermaphroditism, unspecified"
category,2,XVII,Q56.4,"Indeterminate sex, unspecified"
block,1,XVII,Q60-Q64,Congenital malformations of the urinary system
category,1,XVII,Q60,Renal agenesis and other reduction defects of kidney
category,2,XVII,Q60.0,"Renal agenesis, unilateral"
category,2,XVII,Q60.1,"Renal agenesis, bilateral"
category,2,XVII,Q60.2,"Renal agenesis, unspecified"
category,2,XVII,Q60.3,"Renal hypoplasia, unilateral"
category,2,XVII,Q60.4,"Renal hypoplasia, bilateral"
category,2,XVII,Q60.5,"Renal hypoplasia, unspecified"
category,2,XVII,Q60.6,Potter syndrome
category,1,XVII,Q61,Cystic kidney disease
category,2,XVII,Q61.0,Congenital single renal cyst
category,2,XVII,Q61.1,"Polycystic kidney, autosomal recessive"
category,2,XVII,Q61.2,"Polycystic kidney, autosomal dominant"
category,2,XVII,Q61.3,"Polycystic kidney, unspecified"
category,2,XVII,Q61.4,Renal dysplasia
category,2,XVII,Q61.5,Medullary cystic kidney
category,2,XVII,Q61.8,Other cystic kidney diseases
category,2,XVII,Q61.9,"Cystic kidney disease, unspecified"
category,1,XVII,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
category,2,XVII,Q62.0,Congenital hydronephrosis
category,2,XVII,Q62.1,Atresia and stenosis of ureter
category,2,XVII,Q62.2,Congenital megaloureter
category,2,XVII,Q62.3,Other obstructive defects of renal pelvis and ureter
category,2,XVII,Q62.4,Agenesis of ureter
category,2,XVII,Q62.5,Duplication of ureter
category,2,XVII,Q62.6,Malposition of ureter
category,2,XVII,Q62.7,Congenital vesico-uretero-renal reflux
category,2,XVII,Q62.8,Other congenital malformations of ureter
category,1,XVII,Q63,Other congenital malformations of kidney
category,2,XVII,Q63.0,Accessory kidney
category,2,XVII,Q63.1,"Lobulated, fused and horseshoe kidney"
category,2,XVII,Q63.2,Ectopic kidney
category,2,XVII,Q63.3,Hyperplastic and giant kidney
category,2,XVII,Q63.8,Other specified congenital malformations of kidney
category,2,XVII,Q63.9,"Congenital malformation of kidney, unspecified"
category,1,XVII,Q64,Other congenital malformations of urinary system
category,2,XVII,Q64.0,Epispadias
category,2,XVII,Q64.1,Exstrophy of urinary bladder
category,2,XVII,Q64.2,Congenital posterior urethral valves
category,2,XVII,Q64.3,Other atresia and stenosis of urethra and bladder neck
category,2,XVII,Q64.4,Malformation of urachus
category,2,XVII,Q64.5,Congenital absence of bladder and urethra
category,2,XVII,Q64.6,Congenital diverticulum of bladder
category,2,XVII,Q64.7,Other congenital malformations of bladder and urethra
category,2,XVII,Q64.8,Other specified congenital malformations of urinary system
category,2,XVII,Q64.9,"Congenital malformation of urinary system, unspecified"
block,1,XVII,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
category,1,XVII,Q65,Congenital deformities of hip
category,2,XVII,Q65.0,"Congenital dislocation of hip, unilateral"
category,2,XVII,Q65.1,"Congenital dislocation of hip, bilateral"
category,2,XVII,Q65.2,"Congenital dislocation of hip, unspecified"
category,2,XVII,Q65.3,"Congenital subluxation of hip, unilateral"
category,2,XVII,Q65.4,"Congenital subluxation of hip, bilateral"
category,2,XVII,Q65.5,"Congenital subluxation of hip, unspecified"
category,2,XVII,Q65.6,Unstable hip
category,2,XVII,Q65.8,Other congenital deformities of hip
category,2,XVII,Q65.9,"Congenital deformity of hip, unspecified"
category,1,XVII,Q66,Congenital deformities of feet
category,2,XVII,Q66.0,Talipes equinovarus
category,2,XVII,Q66.1,Talipes calcaneovarus
category,2,XVII,Q66.2,Metatarsus varus
category,2,XVII,Q66.3,Other congenital varus deformities of feet
category,2,XVII,Q66.4,Talipes calcaneovalgus
category,2,XVII,Q66.5,Congenital pes planus
category,2,XVII,Q66.6,Other congenital valgus deformities of feet
category,2,XVII,Q66.7,Pes cavus
category,2,XVII,Q66.8,Other congenital deformities of feet
category,2,XVII,Q66.9,"Congenital deformity of feet, unspecified"
category,1,XVII,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest"
category,2,XVII,Q67.0,Facial asymmetry
category,2,XVII,Q67.1,Compression facies
category,2,XVII,Q67.2,Dolichocephaly
category,2,XVII,Q67.3,Plagiocephaly
category,2,XVII,Q67.4,"Other congenital deformities of skull, face and jaw"
category,2,XVII,Q67.5,Congenital deformity of spine
category,2,XVII,Q67.6,Pectus excavatum
category,2,XVII,Q67.7,Pectus carinatum
category,2,XVII,Q67.8,Other congenital deformities of chest
category,1,XVII,Q68,Other congenital musculoskeletal deformities
category,2,XVII,Q68.0,Congenital deformity of sternocleidomastoid muscle
category,2,XVII,Q68.1,Congenital deformity of hand
category,2,XVII,Q68.2,Congenital deformity of knee
category,2,XVII,Q68.3,Congenital bowing of femur
category,2,XVII,Q68.4,Congenital bowing of tibia and fibula
category,2,XVII,Q68.5,"Congenital bowing of long bones of leg, unspecified"
category,2,XVII,Q68.8,Other specified congenital musculoskeletal deformities
category,1,XVII,Q69,Polydactyly
category,2,XVII,Q69.0,Accessory finger(s)
category,2,XVII,Q69.1,Accessory thumb(s)
category,2,XVII,Q69.2,Accessory toe(s)
category,2,XVII,Q69.9,"Polydactyly, unspecified"
category,1,XVII,Q70,Syndactyly
category,2,XVII,Q70.0,Fused fingers
category,2,XVII,Q70.1,Webbed fingers
category,2,XVII,Q70.2,Fused toes
category,2,XVII,Q70.3,Webbed toes
category,2,XVII,Q70.4,Polysyndactyly
category,2,XVII,Q70.9,"Syndactyly, unspecified"
category,1,XVII,Q71,Reduction defects of upper limb
category,2,XVII,Q71.0,Congenital complete absence of upper limb(s)
category,2,XVII,Q71.1,Congenital absence of upper arm and forearm with hand present
category,2,XVII,Q71.2,Congenital absence of both forearm and hand
category,2,XVII,Q71.3,Congenital absence of hand and finger(s)
category,2,XVII,Q71.4,Longitudinal reduction defect of radius
category,2,XVII,Q71.5,Longitudinal reduction defect of ulna
category,2,XVII,Q71.6,Lobster-claw hand
category,2,XVII,Q71.8,Other reduction defects of upper limb(s)
category,2,XVII,Q71.9,"Reduction defect of upper limb, unspecified"
category,1,XVII,Q72,Reduction defects of lower limb
category,2,XVII,Q72.0,Congenital complete absence of lower limb(s)
category,2,XVII,Q72.1,Congenital absence of thigh and lower leg with foot present
category,2,XVII,Q72.2,Congenital absence of both lower leg and foot
category,2,XVII,Q72.3,Congenital absence of foot and toe(s)
category,2,XVII,Q72.4,Longitudinal reduction defect of femur
category,2,XVII,Q72.5,Longitudinal reduction defect of tibia
category,2,XVII,Q72.6,Longitudinal reduction defect of fibula
category,2,XVII,Q72.7,Split foot
category,2,XVII,Q72.8,Other reduction defects of lower limb(s)
category,2,XVII,Q72.9,"Reduction defect of lower limb, unspecified"
category,1,XVII,Q73,Reduction defects of unspecified limb
category,2,XVII,Q73.0,Congenital absence of unspecified limb(s)
category,2,XVII,Q73.1,"Phocomelia, unspecified limb(s)"
category,2,XVII,Q73.8,Other reduction defects of unspecified limb(s)
category,1,XVII,Q74,Other congenital malformations of limb(s)
category,2,XVII,Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle"
category,2,XVII,Q74.1,Congenital malformation of knee
category,2,XVII,Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle"
category,2,XVII,Q74.3,Arthrogryposis multiplex congenita
category,2,XVII,Q74.8,Other specified congenital malformations of limb(s)
category,2,XVII,Q74.9,Unspecified congenital malformation of limb(s)
category,1,XVII,Q75,Other congenital malformations of skull and face bones
category,2,XVII,Q75.0,Craniosynostosis
category,2,XVII,Q75.1,Craniofacial dysostosis
category,2,XVII,Q75.2,Hypertelorism
category,2,XVII,Q75.3,Macrocephaly
category,2,XVII,Q75.4,Mandibulofacial dysostosis
category,2,XVII,Q75.5,Oculomandibular dysostosis
category,2,XVII,Q75.8,Other specified congenital malformations of skull and face bones
category,2,XVII,Q75.9,"Congenital malformation of skull and face bones, unspecified"
category,1,XVII,Q76,Congenital malformations of spine and bony thorax
category,2,XVII,Q76.0,Spina bifida occulta
category,2,XVII,Q76.1,Klippel-Feil syndrome
category,2,XVII,Q76.2,Congenital spondylolisthesis
category,2,XVII,Q76.3,Congenital scoliosis due to congenital bony malformation
category,2,XVII,Q76.4,"Other congenital malformations of spine, not associated with scoliosis"
category,2,XVII,Q76.5,Cervical rib
category,2,XVII,Q76.6,Other congenital malformations of ribs
category,2,XVII,Q76.7,Congenital malformation of sternum
category,2,XVII,Q76.8,Other congenital malformations of bony thorax
category,2,XVII,Q76.9,"Congenital malformation of bony thorax, unspecified"
category,1,XVII,Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine
category,2,XVII,Q77.0,Achondrogenesis
category,2,XVII,Q77.1,Thanatophoric short stature
category,2,XVII,Q77.2,Short rib syndrome
category,2,XVII,Q77.3,Chondrodysplasia punctata
category,2,XVII,Q77.4,Achondroplasia
category,2,XVII,Q77.5,Dystrophic dysplasia
category,2,XVII,Q77.6,Chondroectodermal dysplasia
category,2,XVII,Q77.7,Spondyloepiphyseal dysplasia
category,2,XVII,Q77.8,Other osteochondrodysplasia with defects of growth of tubular bones and spine
category,2,XVII,Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified"
category,1,XVII,Q78,Other osteochondrodysplasias
category,2,XVII,Q78.0,Osteogenesis imperfecta
category,2,XVII,Q78.1,Polyostotic fibrous dysplasia
category,2,XVII,Q78.2,Osteopetrosis
category,2,XVII,Q78.3,Progressive diaphyseal dysplasia
category,2,XVII,Q78.4,Enchondromatosis
category,2,XVII,Q78.5,Metaphyseal dysplasia
category,2,XVII,Q78.6,Multiple congenital exostoses
category,2,XVII,Q78.8,Other specified osteochondrodysplasias
category,2,XVII,Q78.9,"Osteochondrodysplasia, unspecified"
category,1,XVII,Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified"
category,2,XVII,Q79.0,Congenital diaphragmatic hernia
category,2,XVII,Q79.1,Other congenital malformations of diaphragm
category,2,XVII,Q79.2,Exomphalos
category,2,XVII,Q79.3,Gastroschisis
category,2,XVII,Q79.4,Prune belly syndrome
category,2,XVII,Q79.5,Other congenital malformations of abdominal wall
category,2,XVII,Q79.6,Ehlers-Danlos syndrome
category,2,XVII,Q79.8,Other congenital malformations of musculoskeletal system
category,2,XVII,Q79.9,"Congenital malformation of musculoskeletal system, unspecified"
block,1,XVII,Q80-Q89,Other congenital malformations
category,1,XVII,Q80,Congenital ichthyosis
category,2,XVII,Q80.0,Ichthyosis vulgaris
category,2,XVII,Q80.1,X-linked ichthyosis
category,2,XVII,Q80.2,Lamellar ichthyosis
category,2,XVII,Q80.3,Congenital bullous ichthyosiform erythroderma
category,2,XVII,Q80.4,Harlequin fetus
category,2,XVII,Q80.8,Other congenital ichthyosis
category,2,XVII,Q80.9,"Congenital ichthyosis, unspecified"
category,1,XVII,Q81,Epidermolysis bullosa
category,2,XVII,Q81.0,Epidermolysis bullosa simplex
category,2,XVII,Q81.1,Epidermolysis bullosa letalis
category,2,XVII,Q81.2,Epidermolysis bullosa dystrophica
category,2,XVII,Q81.8,Other epidermolysis bullosa
category,2,XVII,Q81.9,"Epidermolysis bullosa, unspecified"
category,1,XVII,Q82,Other congenital malformations of skin
category,2,XVII,Q82.0,Hereditary lymphoedema
category,2,XVII,Q82.1,Xeroderma pigmentosum
category,2,XVII,Q82.2,Mastocytosis
category,2,XVII,Q82.3,Incontinentia pigmenti
category,2,XVII,Q82.4,Ectodermal dysplasia (anhidrotic)
category,2,XVII,Q82.5,Congenital non-neoplastic naevus
category,2,XVII,Q82.8,Other specified congenital malformations of skin
category,2,XVII,Q82.9,"Congenital malformation of skin, unspecified"
category,1,XVII,Q83,Congenital malformations of breast
category,2,XVII,Q83.0,Congenital absence of breast with absent nipple
category,2,XVII,Q83.1,Accessory breast
category,2,XVII,Q83.2,Absent nipple
category,2,XVII,Q83.3,Accessory nipple
category,2,XVII,Q83.8,Other congenital malformations of breast
category,2,XVII,Q83.9,"Congenital malformation of breast, unspecified"
category,1,XVII,Q84,Other congenital malformations of integument
category,2,XVII,Q84.0,Congenital alopecia
category,2,XVII,Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified"
category,2,XVII,Q84.2,Other congenital malformations of hair
category,2,XVII,Q84.3,Anonychia
category,2,XVII,Q84.4,Congenital leukonychia
category,2,XVII,Q84.5,Enlarged and hypertrophic nails
category,2,XVII,Q84.6,Other congenital malformations of nails
category,2,XVII,Q84.8,Other specified congenital malformations of integument
category,2,XVII,Q84.9,"Congenital malformation of integument, unspecified"
category,1,XVII,Q85,"Phakomatoses, not elsewhere classified"
