cghr10_age,cghr10_title,icd10_code,icd10_range
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I51,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I52,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I53,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I54,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I55,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I56,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I57,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I58,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I59,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I60,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I61,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I62,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I63,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I64,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I65,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I66,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I67,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I68,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I69,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I70,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I71,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I72,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I73,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I74,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I75,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I76,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I77,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I78,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I79,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I80,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I81,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I82,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I83,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I84,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I85,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I86,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I87,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I88,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I89,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I90,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I91,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I92,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I93,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I94,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I95,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I96,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I97,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I98,I42-I99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",I99,I42-I99
child,Pneumonia,J00,J00-J22
child,Pneumonia,J01,J00-J22
child,Pneumonia,J02,J00-J22
child,Pneumonia,J03,J00-J22
child,Pneumonia,J04,J00-J22
child,Pneumonia,J05,J00-J22
child,Pneumonia,J06,J00-J22
child,Pneumonia,J07,J00-J22
child,Pneumonia,J08,J00-J22
child,Pneumonia,J09,J00-J22
child,Pneumonia,J10,J00-J22
child,Pneumonia,J11,J00-J22
child,Pneumonia,J12,J00-J22
child,Pneumonia,J13,J00-J22
child,Pneumonia,J14,J00-J22
child,Pneumonia,J15,J00-J22
child,Pneumonia,J16,J00-J22
child,Pneumonia,J17,J00-J22
child,Pneumonia,J18,J00-J22
child,Pneumonia,J19,J00-J22
child,Pneumonia,J20,J00-J22
child,Pneumonia,J21,J00-J22
child,Pneumonia,J22,J00-J22
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J30,J30-J31
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J31,J30-J31
child,Pneumonia,J32,J32
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J33,J33-J35
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J34,J33-J35
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J35,J33-J35
child,Pneumonia,J36,J36
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J37,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J38,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J39,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J40,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J41,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J42,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J43,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J44,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J45,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J46,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J47,J37-J47
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J60,J60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J64,J64
child,Other infections,J65,J65
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J66,J66-J70
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J67,J66-J70
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J68,J66-J70
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J69,J66-J70
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J70,J66-J70
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J80,J80-J82
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J81,J80-J82
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J82,J80-J82
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J84,J84
child,Pneumonia,J85,J85-J86
child,Pneumonia,J86,J85-J86
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J90,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J91,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J92,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J93,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J94,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J95,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J96,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J97,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J98,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",J99,J90-J99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K00,K00-K01
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K01,K00-K01
child,Other infections,K02,K02
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K03,K03
child,Other infections,K04,K04-K05
child,Other infections,K05,K04-K05
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K06,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K07,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K08,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K09,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K10,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K11,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K12,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K13,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K14,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K15,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K16,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K17,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K18,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K19,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K20,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K21,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K22,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K23,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K24,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K25,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K26,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K27,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K28,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K29,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K30,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K31,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K32,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K33,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K34,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K35,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K36,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K37,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K38,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K39,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K40,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K41,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K42,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K43,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K44,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K45,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K46,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K47,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K48,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K49,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K50,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K51,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K52,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K53,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K54,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K55,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K56,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K57,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K58,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K59,K06-K60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K60,K06-K60
child,Other infections,K61,K61
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K62,K62-K63
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K63,K62-K63
child,Other infections,K65,K65
child,Other infections,K67,K67
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K70,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K71,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K72,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K73,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K74,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K75,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K76,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K77,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K78,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K79,K70-K80
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K80,K70-K80
child,Other infections,K81,K81
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K82,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K83,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K84,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K85,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K86,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K87,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K88,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K89,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K90,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K91,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K92,K82-K93
child,"Epilepsy, leukaemia, and other noncommunicable diseases",K93,K82-K93
child,Other infections,L00,L00-L04
child,Other infections,L01,L00-L04
child,Other infections,L02,L00-L04
child,Other infections,L03,L00-L04
child,Other infections,L04,L00-L04
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L05,L05
child,Other infections,L08,L08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L10,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L11,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L12,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L13,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L14,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L15,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L16,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L17,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L18,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L19,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L20,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L21,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L22,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L23,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L24,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L25,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L26,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L27,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L28,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L29,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L30,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L31,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L32,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L33,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L34,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L35,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L36,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L37,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L38,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L39,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L40,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L41,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L42,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L43,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L44,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L45,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L46,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L47,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L48,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L49,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L50,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L51,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L52,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L53,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L54,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L55,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L56,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L57,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L58,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L59,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L60,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L61,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L62,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L63,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L64,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L65,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L66,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L67,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L68,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L69,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L70,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L71,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L72,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L73,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L74,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L75,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L76,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L77,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L78,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L79,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L80,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L81,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L82,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L83,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L84,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L85,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L86,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L87,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L88,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L89,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L90,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L91,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L92,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L93,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L94,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L95,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L96,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L97,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L98,L10-L99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",L99,L10-L99
child,Other infections,M00,M00-M01
child,Other infections,M01,M00-M01
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M02,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M03,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M04,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M05,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M06,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M07,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M08,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M09,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M10,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M11,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M12,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M13,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M14,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M15,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M16,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M17,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M18,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M19,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M20,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M21,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M22,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M23,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M24,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M25,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M26,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M27,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M28,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M29,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M30,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M31,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M32,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M33,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M34,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M35,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M36,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M37,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M38,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M39,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M40,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M41,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M42,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M43,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M44,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M45,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M46,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M47,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M48,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M49,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M50,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M51,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M52,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M53,M02-M54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M54,M02-M54
child,Other infections,M60,M60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M61,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M62,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M63,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M64,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M65,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M66,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M67,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M68,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M69,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M70,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M71,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M72,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M73,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M74,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M75,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M76,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M77,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M78,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M79,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M80,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M81,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M82,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M83,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M84,M61-M85
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M85,M61-M85
child,Other infections,M86,M86
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M87,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M88,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M89,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M90,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M91,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M92,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M93,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M94,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M95,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M96,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M97,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M98,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",M99,M87-M99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N00,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N01,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N02,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N03,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N04,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N05,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N06,N00-N08
