icd10_kind,icd10_kind_depth,icd10_chapter,icd10_code,icd10_title,icd11_kind,icd11_kind_depth,icd11_chapter,icd11_code,icd11_title,icd11_foundation_url,icd11_linear_url
category,2,XIX,S06.8,Other intracranial injuries,category,2,22,NA07.Z,"Intracranial injury, unspecified",http://id.who.int/icd/entity/277610609,http://id.who.int/icd/release/11/2022-02/mms/277610609/unspecified
category,2,XIX,S06.9,"Intracranial injury, unspecified",category,2,22,NA07.Z,"Intracranial injury, unspecified",http://id.who.int/icd/entity/277610609,http://id.who.int/icd/release/11/2022-02/mms/277610609/unspecified
category,1,XIX,S07,Crushing injury of head,category,2,22,NA08.Z,"Crushing injury of head, unspecified",http://id.who.int/icd/entity/1976028645,http://id.who.int/icd/release/11/2022-02/mms/1976028645/unspecified
category,2,XIX,S07.0,Crushing injury of face,category,2,22,NA08.1,Crushing injury of face,http://id.who.int/icd/entity/1107278310,http://id.who.int/icd/release/11/2022-02/mms/1107278310
category,2,XIX,S07.1,Crushing injury of skull,category,2,22,NA08.2,Crushing injury of skull,http://id.who.int/icd/entity/615806068,http://id.who.int/icd/release/11/2022-02/mms/615806068
category,2,XIX,S07.8,Crushing injury of other parts of head,category,2,22,NA08.Z,"Crushing injury of head, unspecified",http://id.who.int/icd/entity/1976028645,http://id.who.int/icd/release/11/2022-02/mms/1976028645/unspecified
category,2,XIX,S07.9,"Crushing injury of head, part unspecified",category,2,22,NA08.Z,"Crushing injury of head, unspecified",http://id.who.int/icd/entity/1976028645,http://id.who.int/icd/release/11/2022-02/mms/1976028645/unspecified
category,1,XIX,S08,Traumatic amputation of part of head,category,2,22,NA09.Z,"Traumatic amputation of part of head, unspecified",http://id.who.int/icd/entity/145676455,http://id.who.int/icd/release/11/2022-02/mms/145676455/unspecified
category,2,XIX,S08.0,Avulsion of scalp,category,2,22,NA09.0,Avulsion of scalp,http://id.who.int/icd/entity/259746396,http://id.who.int/icd/release/11/2022-02/mms/259746396
category,2,XIX,S08.1,Traumatic amputation of ear,category,3,22,NA09.1Z,"Traumatic amputation of ear, unspecified",http://id.who.int/icd/entity/1781573582,http://id.who.int/icd/release/11/2022-02/mms/1781573582/unspecified
category,2,XIX,S08.8,Traumatic amputation of other parts of head,category,2,22,NA09.Z,"Traumatic amputation of part of head, unspecified",http://id.who.int/icd/entity/145676455,http://id.who.int/icd/release/11/2022-02/mms/145676455/unspecified
category,2,XIX,S08.9,Traumatic amputation of unspecified part of head,category,2,22,NA09.Z,"Traumatic amputation of part of head, unspecified",http://id.who.int/icd/entity/145676455,http://id.who.int/icd/release/11/2022-02/mms/145676455/unspecified
category,1,XIX,S09,Other and unspecified injuries of head,category,1,22,NA0A,Certain specified injuries of head,http://id.who.int/icd/entity/1843729715,http://id.who.int/icd/release/11/2022-02/mms/1843729715
category,2,XIX,S09.0,"Injury of blood vessels of head, not elsewhere classified",category,2,22,NA05.Z,"Injury of blood vessels of head, unspecified",http://id.who.int/icd/entity/237828591,http://id.who.int/icd/release/11/2022-02/mms/237828591/unspecified
category,2,XIX,S09.1,Injury of muscle and tendon of head,category,3,22,NA0A.1Z,"Injury of muscle, fascia or tendon of head, unspecified",http://id.who.int/icd/entity/1992847183,http://id.who.int/icd/release/11/2022-02/mms/1992847183/unspecified
category,2,XIX,S09.2,Traumatic rupture of ear drum,category,2,22,NA0A.2,Traumatic rupture of ear drum,http://id.who.int/icd/entity/40189874,http://id.who.int/icd/release/11/2022-02/mms/40189874
category,2,XIX,S09.7,Multiple injuries of head,category,2,22,NA0A.3,Multiple injuries of head,http://id.who.int/icd/entity/1617768783,http://id.who.int/icd/release/11/2022-02/mms/1617768783
category,2,XIX,S09.8,Other specified injuries of head,category,1,22,NA0A,Certain specified injuries of head,http://id.who.int/icd/entity/1843729715,http://id.who.int/icd/release/11/2022-02/mms/1843729715
category,2,XIX,S09.9,Unspecified injury of head,category,1,22,NA0A,Certain specified injuries of head,http://id.who.int/icd/entity/1843729715,http://id.who.int/icd/release/11/2022-02/mms/1843729715
block,1,XIX,S10-S19,Injuries to the neck,category,1,22,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
category,1,XIX,S10,Superficial injury of neck,category,2,22,NA20.Z,"Superficial injury of neck, unspecified",http://id.who.int/icd/entity/1374426728,http://id.who.int/icd/release/11/2022-02/mms/1374426728/unspecified
category,2,XIX,S10.0,Contusion of throat,category,2,22,NA20.1,Contusion of throat,http://id.who.int/icd/entity/1788668823,http://id.who.int/icd/release/11/2022-02/mms/1788668823
category,2,XIX,S10.1,Other and unspecified superficial injuries of throat,category,2,22,NA20.2,Other or unspecified superficial injuries of throat,http://id.who.int/icd/entity/265758211,http://id.who.int/icd/release/11/2022-02/mms/265758211
category,2,XIX,S10.7,Multiple superficial injuries of neck,category,2,22,NA20.3,Multiple superficial injuries of neck,http://id.who.int/icd/entity/426932227,http://id.who.int/icd/release/11/2022-02/mms/426932227
category,2,XIX,S10.8,Superficial injury of other parts of neck,category,2,22,NA20.Z,"Superficial injury of neck, unspecified",http://id.who.int/icd/entity/1374426728,http://id.who.int/icd/release/11/2022-02/mms/1374426728/unspecified
category,2,XIX,S10.9,"Superficial injury of neck, part unspecified",category,2,22,NA20.Z,"Superficial injury of neck, unspecified",http://id.who.int/icd/entity/1374426728,http://id.who.int/icd/release/11/2022-02/mms/1374426728/unspecified
category,1,XIX,S11,Open wound of neck,category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,2,XIX,S11.0,Open wound involving larynx and trachea,category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,2,XIX,S11.1,Open wound involving thyroid gland,category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,2,XIX,S11.2,Open wound involving pharynx and cervical oesophagus,category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,2,XIX,S11.7,Multiple open wounds of neck,category,2,22,NA21.5,Multiple open wounds of neck,http://id.who.int/icd/entity/92975234,http://id.who.int/icd/release/11/2022-02/mms/92975234
category,2,XIX,S11.8,Open wound of other parts of neck,category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,2,XIX,S11.9,"Open wound of neck, part unspecified",category,2,22,NA21.Z,"Open wound of neck, unspecified",http://id.who.int/icd/entity/883416062,http://id.who.int/icd/release/11/2022-02/mms/883416062/unspecified
category,1,XIX,S12,Fracture of neck,category,2,22,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
category,2,XIX,S12.0,Fracture of first cervical vertebra,category,3,22,NA22.0Z,"Fracture of first cervical vertebra, unspecified",http://id.who.int/icd/entity/2011398954,http://id.who.int/icd/release/11/2022-02/mms/2011398954/unspecified
category,2,XIX,S12.1,Fracture of second cervical vertebra,category,3,22,NA22.1Z,"Fracture of second cervical vertebra, unspecified",http://id.who.int/icd/entity/313020092,http://id.who.int/icd/release/11/2022-02/mms/313020092/unspecified
category,2,XIX,S12.2,Fracture of other specified cervical vertebra,category,2,22,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
category,2,XIX,S12.7,Multiple fractures of cervical spine,category,2,22,NA22.3,Multiple fractures of cervical spine,http://id.who.int/icd/entity/67965118,http://id.who.int/icd/release/11/2022-02/mms/67965118
category,2,XIX,S12.8,Fracture of other parts of neck,category,2,22,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
category,2,XIX,S12.9,"Fracture of neck, part unspecified",category,2,22,NA22.Z,"Fracture of neck, unspecified",http://id.who.int/icd/entity/1074432771,http://id.who.int/icd/release/11/2022-02/mms/1074432771/unspecified
category,1,XIX,S13,"Dislocation, sprain and strain of joints and ligaments at neck level",category,2,22,NA23.Z,"Dislocation or strain or sprain of joints or ligaments at neck level, unspecified",http://id.who.int/icd/entity/625034903,http://id.who.int/icd/release/11/2022-02/mms/625034903/unspecified
category,2,XIX,S13.0,Traumatic rupture of cervical intervertebral disc,category,2,22,NA23.0,Traumatic rupture of cervical intervertebral disc,http://id.who.int/icd/entity/1796950953,http://id.who.int/icd/release/11/2022-02/mms/1796950953
category,2,XIX,S13.1,Dislocation of cervical vertebra,category,3,22,NA23.1Z,"Dislocation of cervical vertebra, unspecified",http://id.who.int/icd/entity/240158269,http://id.who.int/icd/release/11/2022-02/mms/240158269/unspecified
category,2,XIX,S13.2,Dislocation of other and unspecified parts of neck,category,2,22,NA23.2,Dislocation of other or unspecified parts of neck,http://id.who.int/icd/entity/2063455940,http://id.who.int/icd/release/11/2022-02/mms/2063455940
category,2,XIX,S13.3,Multiple dislocations of neck,category,2,22,NA23.3,Multiple dislocations of neck,http://id.who.int/icd/entity/532028246,http://id.who.int/icd/release/11/2022-02/mms/532028246
category,2,XIX,S13.4,Sprain and strain of cervical spine,category,3,22,NA23.4Z,"Strain or sprain of cervical spine, unspecified",http://id.who.int/icd/entity/1817741506,http://id.who.int/icd/release/11/2022-02/mms/1817741506/unspecified
category,2,XIX,S13.5,Sprain and strain of thyroid region,category,2,22,NA23.5,Strain or sprain of thyroid region,http://id.who.int/icd/entity/152257880,http://id.who.int/icd/release/11/2022-02/mms/152257880
category,2,XIX,S13.6,Sprain and strain of joints and ligaments of other and unspecified parts of neck,category,2,22,NA23.Z,"Dislocation or strain or sprain of joints or ligaments at neck level, unspecified",http://id.who.int/icd/entity/625034903,http://id.who.int/icd/release/11/2022-02/mms/625034903/unspecified
category,1,XIX,S14,Injury of nerves and spinal cord at neck level,block,2,22,nan,Injury of nerves or spinal cord at neck level,http://id.who.int/icd/entity/1454363907,http://id.who.int/icd/release/11/2022-02/mms/1454363907
category,2,XIX,S14.0,Concussion and oedema of cervical spinal cord,category,1,22,NA30,Concussion or oedema of cervical spinal cord,http://id.who.int/icd/entity/1348614889,http://id.who.int/icd/release/11/2022-02/mms/1348614889
category,2,XIX,S14.1,Other and unspecified injuries of cervical spinal cord,category,1,22,NA31,Certain specified injuries of cervical spinal cord,http://id.who.int/icd/entity/891942781,http://id.who.int/icd/release/11/2022-02/mms/891942781
category,2,XIX,S14.2,Injury of nerve root of cervical spine,category,1,22,NA40,Injury of nerve root of cervical spine,http://id.who.int/icd/entity/1099212674,http://id.who.int/icd/release/11/2022-02/mms/1099212674
category,2,XIX,S14.3,Injury of brachial plexus,category,2,22,NA41.Z,"Injury of brachial plexus, unspecified",http://id.who.int/icd/entity/617572888,http://id.who.int/icd/release/11/2022-02/mms/617572888/unspecified
category,2,XIX,S14.4,Injury of peripheral nerves of neck,category,2,22,NA42.Z,"Injury of peripheral nerves of neck, unspecified",http://id.who.int/icd/entity/1461844356,http://id.who.int/icd/release/11/2022-02/mms/1461844356/unspecified
category,2,XIX,S14.5,Injury of cervical sympathetic nerves,category,1,22,NA43,Injury of cervical sympathetic nerves,http://id.who.int/icd/entity/845820950,http://id.who.int/icd/release/11/2022-02/mms/845820950
category,2,XIX,S14.6,Injury of other and unspecified nerves of neck,block,2,22,nan,Injury of nerves or spinal cord at neck level,http://id.who.int/icd/entity/1454363907,http://id.who.int/icd/release/11/2022-02/mms/1454363907
category,1,XIX,S15,Injury of blood vessels at neck level,category,2,22,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
category,2,XIX,S15.0,Injury of carotid artery,category,3,22,NA60.0Z,"Injury of carotid artery, unspecified",http://id.who.int/icd/entity/1285223016,http://id.who.int/icd/release/11/2022-02/mms/1285223016/unspecified
category,2,XIX,S15.1,Injury of vertebral artery,category,3,22,NA60.1Z,"Injury of vertebral artery, unspecified",http://id.who.int/icd/entity/701579262,http://id.who.int/icd/release/11/2022-02/mms/701579262/unspecified
category,2,XIX,S15.2,Injury of external jugular vein,category,3,22,NA60.2Z,"Injury of external jugular vein, unspecified",http://id.who.int/icd/entity/1568435971,http://id.who.int/icd/release/11/2022-02/mms/1568435971/unspecified
category,2,XIX,S15.3,Injury of internal jugular vein,category,3,22,NA60.3Z,"Injury of internal jugular vein, unspecified",http://id.who.int/icd/entity/943170199,http://id.who.int/icd/release/11/2022-02/mms/943170199/unspecified
category,2,XIX,S15.7,Injury of multiple blood vessels at neck level,category,2,22,NA60.4,Injury of multiple blood vessels at neck level,http://id.who.int/icd/entity/1064591868,http://id.who.int/icd/release/11/2022-02/mms/1064591868
category,2,XIX,S15.8,Injury of other blood vessels at neck level,category,2,22,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
category,2,XIX,S15.9,Injury of unspecified blood vessel at neck level,category,2,22,NA60.Z,"Injury of blood vessels at neck level, unspecified",http://id.who.int/icd/entity/870586519,http://id.who.int/icd/release/11/2022-02/mms/870586519/unspecified
category,1,XIX,S16,Injury of muscle and tendon at neck level,category,2,22,NA61.Z,"Injury of muscle, fascia or tendon at neck level, unspecified",http://id.who.int/icd/entity/1195985002,http://id.who.int/icd/release/11/2022-02/mms/1195985002/unspecified
category,1,XIX,S17,Crushing injury of neck,category,2,22,NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
category,2,XIX,S17.0,Crushing injury of larynx and trachea,category,2,22,NA62.0,Crushing injury of larynx or trachea,http://id.who.int/icd/entity/1374001879,http://id.who.int/icd/release/11/2022-02/mms/1374001879
category,2,XIX,S17.8,Crushing injury of other parts of neck,category,2,22,NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
category,2,XIX,S17.9,"Crushing injury of neck, part unspecified",category,2,22,NA62.Z,"Crushing injury of neck, unspecified",http://id.who.int/icd/entity/570590716,http://id.who.int/icd/release/11/2022-02/mms/570590716/unspecified
category,1,XIX,S18,Traumatic amputation at neck level,category,1,22,NA63,Traumatic amputation at neck level,http://id.who.int/icd/entity/1600884926,http://id.who.int/icd/release/11/2022-02/mms/1600884926
category,1,XIX,S19,Other and unspecified injuries of neck,category,1,22,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
category,2,XIX,S19.7,Multiple injuries of neck,category,1,22,NA64,Multiple injuries of neck,http://id.who.int/icd/entity/1886851710,http://id.who.int/icd/release/11/2022-02/mms/1886851710
category,2,XIX,S19.8,Other specified injuries of neck,category,1,22,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
category,2,XIX,S19.9,Unspecified injury of neck,category,1,22,NA6Z,"Injuries to the neck, unspecified",http://id.who.int/icd/entity/1842013215,http://id.who.int/icd/release/11/2022-02/mms/1842013215/unspecified
block,1,XIX,S20-S29,Injuries to the thorax,category,1,22,NB3Z,"Injuries to the thorax, unspecified",http://id.who.int/icd/entity/805284915,http://id.who.int/icd/release/11/2022-02/mms/805284915/unspecified
category,1,XIX,S20,Superficial injury of thorax,category,2,22,NA80.Z,"Superficial injury of thorax, unspecified",http://id.who.int/icd/entity/1448882621,http://id.who.int/icd/release/11/2022-02/mms/1448882621/unspecified
category,2,XIX,S20.0,Contusion of breast,category,2,22,NA80.1,Contusion of breast,http://id.who.int/icd/entity/1521651398,http://id.who.int/icd/release/11/2022-02/mms/1521651398
category,2,XIX,S20.1,Other and unspecified superficial injuries of breast,category,2,22,NA80.2,Other or unspecified superficial injuries of breast,http://id.who.int/icd/entity/1073300304,http://id.who.int/icd/release/11/2022-02/mms/1073300304
category,2,XIX,S20.2,Contusion of thorax,category,2,22,NA80.6,Contusion of thorax,http://id.who.int/icd/entity/1263801263,http://id.who.int/icd/release/11/2022-02/mms/1263801263
category,2,XIX,S20.3,Other superficial injuries of front wall of thorax,category,2,22,NA80.3,Other superficial injuries of front wall of thorax,http://id.who.int/icd/entity/773840443,http://id.who.int/icd/release/11/2022-02/mms/773840443
category,2,XIX,S20.4,Other superficial injuries of back wall of thorax,category,2,22,NA80.4,Other superficial injuries of back wall of thorax,http://id.who.int/icd/entity/1576095151,http://id.who.int/icd/release/11/2022-02/mms/1576095151
category,2,XIX,S20.7,Multiple superficial injuries of thorax,category,2,22,NA80.7,Multiple superficial injuries of thorax,http://id.who.int/icd/entity/693902674,http://id.who.int/icd/release/11/2022-02/mms/693902674
category,2,XIX,S20.8,Superficial injury of other and unspecified parts of thorax,category,2,22,NA80.Z,"Superficial injury of thorax, unspecified",http://id.who.int/icd/entity/1448882621,http://id.who.int/icd/release/11/2022-02/mms/1448882621/unspecified
category,1,XIX,S21,Open wound of thorax,category,2,22,NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,2,XIX,S21.0,Open wound of breast,category,2,22,NA81.Z&XA12C1,"Open wound of thorax, unspecified / Breast",http://id.who.int/icd/entity/1179272773,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,2,XIX,S21.1,Open wound of front wall of thorax,category,2,22,NA81.Z&XA55T2,"Open wound of thorax, unspecified / Chest wall",http://id.who.int/icd/entity/587303889,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,2,XIX,S21.2,Open wound of back wall of thorax,category,2,22,NA81.Z&XA10L7,"Open wound of thorax, unspecified / Upper back",http://id.who.int/icd/entity/1470946096,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,2,XIX,S21.7,Multiple open wounds of thoracic wall,category,2,22,NA81.5,Multiple open wounds of thoracic wall,http://id.who.int/icd/entity/899995089,http://id.who.int/icd/release/11/2022-02/mms/899995089
category,2,XIX,S21.8,Open wound of other parts of thorax,category,2,22,NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,2,XIX,S21.9,"Open wound of thorax, part unspecified",category,2,22,NA81.Z,"Open wound of thorax, unspecified",http://id.who.int/icd/entity/857209897,http://id.who.int/icd/release/11/2022-02/mms/857209897/unspecified
category,1,XIX,S22,"Fracture of rib(s), sternum and thoracic spine",category,2,22,NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
category,2,XIX,S22.0,Fracture of thoracic vertebra,category,2,22,NA82.0,Fracture of thoracic vertebra,http://id.who.int/icd/entity/1204676219,http://id.who.int/icd/release/11/2022-02/mms/1204676219
category,2,XIX,S22.1,Multiple fractures of thoracic spine,category,2,22,NA82.1,Multiple fractures of thoracic spine,http://id.who.int/icd/entity/579218415,http://id.who.int/icd/release/11/2022-02/mms/579218415
category,2,XIX,S22.2,Fracture of sternum,category,2,22,NA82.2,Fracture of sternum,http://id.who.int/icd/entity/1445690128,http://id.who.int/icd/release/11/2022-02/mms/1445690128
category,2,XIX,S22.3,Fracture of rib,category,3,22,NA82.3Z,"Fracture of rib, unspecified",http://id.who.int/icd/entity/861976198,http://id.who.int/icd/release/11/2022-02/mms/861976198/unspecified
category,2,XIX,S22.4,Multiple fractures of ribs,category,2,22,NA82.4,Multiple fractures of ribs,http://id.who.int/icd/entity/1083057426,http://id.who.int/icd/release/11/2022-02/mms/1083057426
category,2,XIX,S22.5,Flail chest,category,2,22,NA82.5,Flail chest,http://id.who.int/icd/entity/633727108,http://id.who.int/icd/release/11/2022-02/mms/633727108
category,2,XIX,S22.8,Fracture of other parts of bony thorax,category,2,22,NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
category,2,XIX,S22.9,"Fracture of bony thorax, part unspecified",category,2,22,NA82.Z,"Fracture of rib, sternum or thoracic spine, unspecified",http://id.who.int/icd/entity/1203416278,http://id.who.int/icd/release/11/2022-02/mms/1203416278/unspecified
category,1,XIX,S23,"Dislocation, sprain and strain of joints and ligaments of thorax",category,2,22,NA83.Z,"Dislocation or strain or sprain of joints or ligaments of thorax, unspecified",http://id.who.int/icd/entity/586244420,http://id.who.int/icd/release/11/2022-02/mms/586244420/unspecified
category,2,XIX,S23.0,Traumatic rupture of thoracic intervertebral disc,category,2,22,NA83.0,Traumatic rupture of thoracic intervertebral disc,http://id.who.int/icd/entity/1530212090,http://id.who.int/icd/release/11/2022-02/mms/1530212090
category,2,XIX,S23.1,Dislocation of thoracic vertebra,category,2,22,NA83.1,Dislocation of thoracic vertebra,http://id.who.int/icd/entity/1048503152,http://id.who.int/icd/release/11/2022-02/mms/1048503152
category,2,XIX,S23.2,Dislocation of other and unspecified parts of thorax,category,2,22,NA83.2,Dislocation of other or unspecified parts of thorax,http://id.who.int/icd/entity/1255388049,http://id.who.int/icd/release/11/2022-02/mms/1255388049
category,2,XIX,S23.3,Sprain and strain of thoracic spine,category,2,22,NA83.3,Strain or sprain of ligaments of thoracic spine,http://id.who.int/icd/entity/798522885,http://id.who.int/icd/release/11/2022-02/mms/798522885
category,2,XIX,S23.4,Sprain and strain of ribs and sternum,category,3,22,NA83.4Z,"Strain or sprain of ribs or sternum, unspecified",http://id.who.int/icd/entity/1551297937,http://id.who.int/icd/release/11/2022-02/mms/1551297937/unspecified
category,2,XIX,S23.5,Sprain and strain of other and unspecified parts of thorax,category,2,22,NA83.Z,"Dislocation or strain or sprain of joints or ligaments of thorax, unspecified",http://id.who.int/icd/entity/586244420,http://id.who.int/icd/release/11/2022-02/mms/586244420/unspecified
category,1,XIX,S24,Injury of nerves and spinal cord at thorax level,category,1,22,NB2Z,"Injury of nerves or spinal cord at thorax level, unspecified",http://id.who.int/icd/entity/1361048280,http://id.who.int/icd/release/11/2022-02/mms/1361048280/unspecified
category,2,XIX,S24.0,Concussion and oedema of thoracic spinal cord,category,1,22,NA90,Concussion or oedema of thoracic spinal cord,http://id.who.int/icd/entity/1615617980,http://id.who.int/icd/release/11/2022-02/mms/1615617980
category,2,XIX,S24.1,Other and unspecified injuries of thoracic spinal cord,category,1,22,NA91,Certain specified injuries of thoracic spinal cord,http://id.who.int/icd/entity/84382254,http://id.who.int/icd/release/11/2022-02/mms/84382254
category,2,XIX,S24.2,Injury of nerve root of thoracic spine,category,1,22,NB00,Injury of nerve root of thoracic spine,http://id.who.int/icd/entity/1907016401,http://id.who.int/icd/release/11/2022-02/mms/1907016401
category,2,XIX,S24.3,Injury of peripheral nerves of thorax,category,1,22,NB01,Injury of peripheral nerves of thorax,http://id.who.int/icd/entity/350293829,http://id.who.int/icd/release/11/2022-02/mms/350293829
category,2,XIX,S24.4,Injury of thoracic sympathetic nerves,category,1,22,NB02,Injury of thoracic sympathetic nerves,http://id.who.int/icd/entity/1729076433,http://id.who.int/icd/release/11/2022-02/mms/1729076433
category,2,XIX,S24.5,Injury of other nerves of thorax,category,1,22,NB2Z,"Injury of nerves or spinal cord at thorax level, unspecified",http://id.who.int/icd/entity/1361048280,http://id.who.int/icd/release/11/2022-02/mms/1361048280/unspecified
category,2,XIX,S24.6,Injury of unspecified nerve of thorax,category,1,22,NB2Z,"Injury of nerves or spinal cord at thorax level, unspecified",http://id.who.int/icd/entity/1361048280,http://id.who.int/icd/release/11/2022-02/mms/1361048280/unspecified
category,1,XIX,S25,Injury of blood vessels of thorax,category,2,22,NB30.Z,Injury of unspecified blood vessels of thorax,http://id.who.int/icd/entity/877936450,http://id.who.int/icd/release/11/2022-02/mms/877936450/unspecified
category,2,XIX,S25.0,Injury of thoracic aorta,category,3,22,NB30.0Z,"Injury of thoracic aorta, unspecified",http://id.who.int/icd/entity/2092209979,http://id.who.int/icd/release/11/2022-02/mms/2092209979/unspecified
category,2,XIX,S25.1,Injury of innominate or subclavian artery,category,3,22,NB30.1Z,"Injury of innominate or subclavian artery, unspecified",http://id.who.int/icd/entity/436165295,http://id.who.int/icd/release/11/2022-02/mms/436165295/unspecified
category,2,XIX,S25.2,Injury of superior vena cava,category,3,22,NB30.2Z,"Injury of superior vena cava, unspecified",http://id.who.int/icd/entity/1834093138,http://id.who.int/icd/release/11/2022-02/mms/1834093138/unspecified
category,2,XIX,S25.3,Injury of innominate or subclavian vein,category,3,22,NB30.3Z,"Injury of innominate or subclavian vein, unspecified",http://id.who.int/icd/entity/135907268,http://id.who.int/icd/release/11/2022-02/mms/135907268/unspecified
category,2,XIX,S25.4,Injury of pulmonary blood vessels,category,3,22,NB30.4Z,"Injury of pulmonary blood vessels, unspecified",http://id.who.int/icd/entity/2079806544,http://id.who.int/icd/release/11/2022-02/mms/2079806544/unspecified
category,2,XIX,S25.5,Injury of intercostal blood vessels,category,3,22,NB30.5Z,"Injury of intercostal blood vessels, unspecified",http://id.who.int/icd/entity/515676614,http://id.who.int/icd/release/11/2022-02/mms/515676614/unspecified
category,2,XIX,S25.7,Injury of multiple blood vessels of thorax,category,2,22,NB30.6,Injury of multiple blood vessels of thorax,http://id.who.int/icd/entity/257557679,http://id.who.int/icd/release/11/2022-02/mms/257557679
category,2,XIX,S25.8,Injury of other blood vessels of thorax,category,2,22,NB30.Z,Injury of unspecified blood vessels of thorax,http://id.who.int/icd/entity/877936450,http://id.who.int/icd/release/11/2022-02/mms/877936450/unspecified
category,2,XIX,S25.9,Injury of unspecified blood vessel of thorax,category,2,22,NB30.Z,Injury of unspecified blood vessels of thorax,http://id.who.int/icd/entity/877936450,http://id.who.int/icd/release/11/2022-02/mms/877936450/unspecified
category,1,XIX,S26,Injury of heart,category,2,22,NB31.Z,"Injury of heart, unspecified",http://id.who.int/icd/entity/1090088893,http://id.who.int/icd/release/11/2022-02/mms/1090088893/unspecified
category,2,XIX,S26.0,Injury of heart with haemopericardium,category,3,22,NB31.0Z,"Injury of heart with haemopericardium, unspecified",http://id.who.int/icd/entity/2100508421,http://id.who.int/icd/release/11/2022-02/mms/2100508421/unspecified
category,2,XIX,S26.8,Other injuries of heart,category,2,22,NB31.Z,"Injury of heart, unspecified",http://id.who.int/icd/entity/1090088893,http://id.who.int/icd/release/11/2022-02/mms/1090088893/unspecified
category,2,XIX,S26.9,"Injury of heart, unspecified",category,2,22,NB31.Z,"Injury of heart, unspecified",http://id.who.int/icd/entity/1090088893,http://id.who.int/icd/release/11/2022-02/mms/1090088893/unspecified
category,1,XIX,S27,Injury of other and unspecified intrathoracic organs,category,2,22,NB32.Z,"Injury of other or unspecified intrathoracic organs, unspecified",http://id.who.int/icd/entity/632463913,http://id.who.int/icd/release/11/2022-02/mms/632463913/unspecified
category,2,XIX,S27.0,Traumatic pneumothorax,category,2,22,NB32.0,Traumatic pneumothorax,http://id.who.int/icd/entity/1640759172,http://id.who.int/icd/release/11/2022-02/mms/1640759172
category,2,XIX,S27.1,Traumatic haemothorax,category,2,22,NB32.1,Traumatic haemothorax,http://id.who.int/icd/entity/75510290,http://id.who.int/icd/release/11/2022-02/mms/75510290
