icd11_chapter,icd11_code,icd11_title,icd10_chapter,icd10_code,icd10_title,icd11_linear_url
11,BE14.8,Postprocedural ventricular septal defect disorder,IX,IX,Diseases of the circulatory system,http://id.who.int/icd/release/11/2022-02/mms/1606590438
11,BE14.9,Postprocedural aortic disorder related to congenital heart anomaly,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/609966086
11,BE14.A,Postprocedural arterial duct disorder,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/175640896
11,BE14.B,Postprocedural disorder following cardiovascular conduit or shunt procedure,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1823285225
11,BE15,Postprocedural pulmonary arterial tree disorder,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1279300101
11,BE15.0,Postprocedural pulmonary trunk stenosis,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1617715179
11,BE15.1,Postprocedural right pulmonary artery stenosis,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1122995598
11,BE16,Postprocedural pulmonary venous disorder,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/194239843
11,BE17,Postprocedural residual or recurrent interatrial communication,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/408793276
11,BE19,Postprocedural ventricular abnormality,IX,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1250972227
11,BE1A,Cardiac transplant associated coronary allograft vasculopathy,XIX,T86.2,Heart transplant failure and rejection,http://id.who.int/icd/release/11/2022-02/mms/764209567
11,BE1B,Lymphoedema due to surgery or radiotherapy,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/397229506
11,BE1B.0,Postmastectomy lymphoedema syndrome,IX,I97.2,Postmastectomy lymphoedema syndrome,http://id.who.int/icd/release/11/2022-02/mms/1787075383
11,BE1B.1,Lymphoedema due to other medical or surgical procedures,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1726562463
11,BE1C,Inferior caval vein obstruction due to foreign body,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1660586462
11,BE1D,Superior caval vein obstruction due to foreign body,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1533011402
11,BE1E,Postprocedural right atrial complication,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1851131765
11,BE1E.0,Postprocedural right atrial perforation,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1006373292
11,BE1E.1,Right atrial erosion due to implanted device,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/546651842
11,BE1F,Postprocedural left atrial complication,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/481469280
11,BE1F.0,Postprocedural left atrial perforation,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1489351253
11,BE1F.1,Left atrial erosion due to implanted device,IX,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/109992632
11,BE2Y,Other specified diseases of the circulatory system,IX,IX,Diseases of the circulatory system,http://id.who.int/icd/release/11/2022-02/mms/426429380/other
11,BE2Z,"Diseases of the circulatory system, unspecified",IX,IX,Diseases of the circulatory system,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
12,12,Diseases of the respiratory system,X,X,Diseases of the respiratory system,http://id.who.int/icd/release/11/2022-02/mms/197934298
12,nan,Upper respiratory tract disorders,X,J00-J06,Acute upper respiratory infections,http://id.who.int/icd/release/11/2022-02/mms/1971756453
12,CA00,Acute nasopharyngitis,X,J00,Acute nasopharyngitis [common cold],http://id.who.int/icd/release/11/2022-02/mms/2066255370
12,CA01,Acute sinusitis,X,J01,Acute sinusitis,http://id.who.int/icd/release/11/2022-02/mms/509821856
12,CA02,Acute pharyngitis,X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1791890273
12,CA02.0,Acute pharyngitis due to other bacteria,X,J02.8,Acute pharyngitis due to other specified organisms,http://id.who.int/icd/release/11/2022-02/mms/1868957860
12,CA02.1,Acute viral pharyngitis,X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1758486982
12,CA02.10,Pharyngitis due to Adenovirus,X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1956341906
12,CA02.1Y,Other specified acute viral pharyngitis,X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1758486982/other
12,CA02.1Z,"Acute viral pharyngitis, unspecified",X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1758486982/unspecified
12,CA02.Y,Other specified acute pharyngitis,X,J02.8,Acute pharyngitis due to other specified organisms,http://id.who.int/icd/release/11/2022-02/mms/1791890273/other
12,CA02.Z,"Acute pharyngitis, unspecified",X,J02,Acute pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1791890273/unspecified
12,CA03,Acute tonsillitis,X,J03,Acute tonsillitis,http://id.who.int/icd/release/11/2022-02/mms/260431605
12,CA03.0,Streptococcal tonsillitis,X,J03.0,Streptococcal tonsillitis,http://id.who.int/icd/release/11/2022-02/mms/2098808565
12,CA03.Y,Other specified acute tonsillitis,X,J03.8,Acute tonsillitis due to other specified organisms,http://id.who.int/icd/release/11/2022-02/mms/260431605/other
12,CA03.Z,"Acute tonsillitis, unspecified",X,J03,Acute tonsillitis,http://id.who.int/icd/release/11/2022-02/mms/260431605/unspecified
12,CA04,Acute laryngopharyngitis,X,J06.0,Acute laryngopharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1528782604
12,CA05,Acute laryngitis or tracheitis,X,J04,Acute laryngitis and tracheitis,http://id.who.int/icd/release/11/2022-02/mms/2087406945
12,CA05.0,Acute laryngitis,X,J04.0,Acute laryngitis,http://id.who.int/icd/release/11/2022-02/mms/1180710837
12,CA05.1,Acute tracheitis,X,J04.1,Acute tracheitis,http://id.who.int/icd/release/11/2022-02/mms/590084641
12,CA05.2,Acute laryngotracheitis,X,J04.2,Acute laryngotracheitis,http://id.who.int/icd/release/11/2022-02/mms/1468443358
12,CA05.Y,Other specified acute laryngitis or tracheitis,X,J04,Acute laryngitis and tracheitis,http://id.who.int/icd/release/11/2022-02/mms/2087406945/other
12,CA05.Z,"Acute laryngitis or tracheitis, unspecified",X,J04,Acute laryngitis and tracheitis,http://id.who.int/icd/release/11/2022-02/mms/2087406945/unspecified
12,CA06,Acute obstructive laryngitis or epiglottitis,X,J05,Acute obstructive laryngitis [croup] and epiglottitis,http://id.who.int/icd/release/11/2022-02/mms/421560565
12,CA06.0,Acute obstructive laryngitis,X,J05.0,Acute obstructive laryngitis [croup],http://id.who.int/icd/release/11/2022-02/mms/1519976244
12,CA06.1,Acute epiglottitis,X,J05.1,Acute epiglottitis,http://id.who.int/icd/release/11/2022-02/mms/1070805666
12,CA06.Z,"Acute obstructive laryngitis or epiglottitis, unspecified",X,J05,Acute obstructive laryngitis [croup] and epiglottitis,http://id.who.int/icd/release/11/2022-02/mms/421560565/unspecified
12,CA07,Acute upper respiratory infections of multiple and unspecified sites,X,J06,Acute upper respiratory infections of multiple and unspecified sites,http://id.who.int/icd/release/11/2022-02/mms/1838010380
12,CA07.0,"Acute upper respiratory infection, site unspecified",X,J06.9,"Acute upper respiratory infection, unspecified",http://id.who.int/icd/release/11/2022-02/mms/819139656
12,CA07.1,Acute upper respiratory infections of multiple sites,X,J06.8,Other acute upper respiratory infections of multiple sites,http://id.who.int/icd/release/11/2022-02/mms/2123003017
12,CA08,Vasomotor or allergic rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/2090379743
12,CA08.0,Allergic rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1711769234
12,CA08.00,Allergic rhinitis due to pollen,X,J30.1,Allergic rhinitis due to pollen,http://id.who.int/icd/release/11/2022-02/mms/704335372
12,CA08.01,Allergic rhinitis due to other seasonal allergens,X,J30.2,Other seasonal allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1565925107
12,CA08.02,Allergic rhinitis due to house dust mite,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/14936621
12,CA08.03,Other allergic rhinitis,X,J30.3,Other allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/941478759
12,CA08.0Z,"Allergic rhinitis, unspecified",X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1711769234/unspecified
12,CA08.1,Non-allergic rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1650452542
12,CA08.10,Non-allergic rhinitis with eosinophils,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1523867406
12,CA08.1Y,Other specified non-allergic rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1650452542/other
12,CA08.1Z,"Non-allergic rhinitis, unspecified",X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1650452542/unspecified
12,CA08.2,Mixed rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1953896048
12,CA08.3,Vasomotor rhinitis,X,J30.0,Vasomotor rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1286636442
12,CA08.Y,Mixed allergic and non-allergic rhinitis,X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/2090379743/other
12,CA08.Z,"Rhinitis, unspecified whether allergic or nonallergic",X,J30,Vasomotor and allergic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/2090379743/unspecified
12,CA09,"Chronic rhinitis, nasopharyngitis or pharyngitis",X,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",http://id.who.int/icd/release/11/2022-02/mms/433284171
12,CA09.0,Chronic rhinitis,X,J31.0,Chronic rhinitis,http://id.who.int/icd/release/11/2022-02/mms/1346915097
12,CA09.1,Chronic nasopharyngitis,X,J31.1,Chronic nasopharyngitis,http://id.who.int/icd/release/11/2022-02/mms/889423501
12,CA09.2,Chronic pharyngitis,X,J31.2,Chronic pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1101977204
12,CA09.Y,"Other specified chronic rhinitis, nasopharyngitis or pharyngitis",X,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",http://id.who.int/icd/release/11/2022-02/mms/433284171/other
12,CA09.Z,"Chronic rhinitis, nasopharyngitis or pharyngitis, unspecified",X,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",http://id.who.int/icd/release/11/2022-02/mms/433284171/unspecified
12,CA0A,Chronic rhinosinusitis,X,J32,Chronic sinusitis,http://id.who.int/icd/release/11/2022-02/mms/1836987572
12,CA0A.0,Samter syndrome,X,J32,Chronic sinusitis,http://id.who.int/icd/release/11/2022-02/mms/330367715
12,CA0A.Y,Other specified chronic rhinosinusitis,X,J32.8,Other chronic sinusitis,http://id.who.int/icd/release/11/2022-02/mms/1836987572/other
12,CA0A.Z,"Chronic rhinosinusitis, unspecified",X,J32,Chronic sinusitis,http://id.who.int/icd/release/11/2022-02/mms/1836987572/unspecified
12,CA0B,Silent sinus syndrome,X,J34,Other disorders of nose and nasal sinuses,http://id.who.int/icd/release/11/2022-02/mms/1204931989
12,CA0C,Cyst or mucocele of nose or nasal sinus,X,J34.1,Cyst and mucocele of nose and nasal sinus,http://id.who.int/icd/release/11/2022-02/mms/319135602
12,CA0D,Deviated nasal septum,X,J34.2,Deviated nasal septum,http://id.who.int/icd/release/11/2022-02/mms/1739116429
12,CA0E,Hypertrophy of nasal turbinates,X,J34.3,Hypertrophy of nasal turbinates,http://id.who.int/icd/release/11/2022-02/mms/48431641
12,CA0F,Chronic diseases of tonsils or adenoids,X,J35,Chronic diseases of tonsils and adenoids,http://id.who.int/icd/release/11/2022-02/mms/512796448
12,CA0F.0,Hypertrophy of tonsils,X,J35.1,Hypertrophy of tonsils,http://id.who.int/icd/release/11/2022-02/mms/268261363
12,CA0F.1,Hypertrophy of adenoids,X,J35.2,Hypertrophy of adenoids,http://id.who.int/icd/release/11/2022-02/mms/2068842254
12,CA0F.Y,Other specified chronic diseases of tonsils or adenoids,X,J35.8,Other chronic diseases of tonsils and adenoids,http://id.who.int/icd/release/11/2022-02/mms/512796448/other
12,CA0F.Z,"Chronic diseases of tonsils or adenoids, unspecified",X,J35,Chronic diseases of tonsils and adenoids,http://id.who.int/icd/release/11/2022-02/mms/512796448/unspecified
12,CA0G,Chronic laryngitis or laryngotracheitis,X,J37,Chronic laryngitis and laryngotracheitis,http://id.who.int/icd/release/11/2022-02/mms/259406411
12,CA0H,"Diseases of vocal cords or larynx, not elsewhere classified",X,J38,"Diseases of vocal cords and larynx, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1914646281
12,CA0H.0,Paralysis of vocal cords or larynx,X,J38.0,Paralysis of vocal cords and larynx,http://id.who.int/icd/release/11/2022-02/mms/961356134
12,CA0H.1,Polyp of vocal cord or larynx,X,J38.1,Polyp of vocal cord and larynx,http://id.who.int/icd/release/11/2022-02/mms/1543957744
12,CA0H.2,Nodules of vocal cords,X,J38.2,Nodules of vocal cords,http://id.who.int/icd/release/11/2022-02/mms/682343439
12,CA0H.3,Oedema of larynx,X,J38.4,Oedema of larynx,http://id.who.int/icd/release/11/2022-02/mms/1041162767
12,CA0H.4,Laryngeal spasm,X,J38.5,Laryngeal spasm,http://id.who.int/icd/release/11/2022-02/mms/1531260827
12,CA0H.5,Stenosis of larynx,X,J38.6,Stenosis of larynx,http://id.who.int/icd/release/11/2022-02/mms/803766116
12,CA0H.Y,"Other specified diseases of vocal cords or larynx, not elsewhere classified",X,J38,"Diseases of vocal cords and larynx, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1914646281/other
12,CA0H.Z,"Diseases of vocal cords or larynx, not elsewhere classified, unspecified",X,J38,"Diseases of vocal cords and larynx, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1914646281/unspecified
12,CA0J,Nasal polyp,X,J33,Nasal polyp,http://id.who.int/icd/release/11/2022-02/mms/137754914
12,CA0J.0,Polypoid sinus degeneration,X,J33.1,Polypoid sinus degeneration,http://id.who.int/icd/release/11/2022-02/mms/679276084
12,CA0J.Y,Other specified nasal polyp,X,J33.8,Other polyp of sinus,http://id.who.int/icd/release/11/2022-02/mms/137754914/other
12,CA0J.Z,"Nasal polyp, unspecified",X,J33,Nasal polyp,http://id.who.int/icd/release/11/2022-02/mms/137754914/unspecified
12,CA0K,Abscess of upper respiratory tract,X,J34.0,"Abscess, furuncle and carbuncle of nose",http://id.who.int/icd/release/11/2022-02/mms/767797954
12,CA0K.0,Retropharyngeal or parapharyngeal abscess,X,J39.0,Retropharyngeal and parapharyngeal abscess,http://id.who.int/icd/release/11/2022-02/mms/632678885
12,CA0K.1,Peritonsillar abscess,X,J36,Peritonsillar abscess,http://id.who.int/icd/release/11/2022-02/mms/1782446047
12,CA0K.Y,Other specified abscess of upper respiratory tract,X,J34.0,"Abscess, furuncle and carbuncle of nose",http://id.who.int/icd/release/11/2022-02/mms/767797954/other
12,CA0K.Z,"Abscess of upper respiratory tract, unspecified",X,J34.0,"Abscess, furuncle and carbuncle of nose",http://id.who.int/icd/release/11/2022-02/mms/767797954/unspecified
12,CA0Y,Other specified upper respiratory tract disorders,X,J00-J06,Acute upper respiratory infections,http://id.who.int/icd/release/11/2022-02/mms/1971756453/other
12,CA0Z,"Upper respiratory tract disorders, unspecified",X,J00-J06,Acute upper respiratory infections,http://id.who.int/icd/release/11/2022-02/mms/1971756453/unspecified
12,nan,Certain lower respiratory tract diseases,X,J40-J47,Chronic lower respiratory diseases,http://id.who.int/icd/release/11/2022-02/mms/1582386590
12,CA20,Bronchitis,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/11753425
12,CA20.0,Acute noninfectious bronchitis,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/209542282
12,CA20.1,Chronic bronchitis,X,J42,Unspecified chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/290835130
12,CA20.10,Simple chronic bronchitis,X,J41.0,Simple chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/537830030
12,CA20.11,Mucopurulent chronic bronchitis,X,J41.1,Mucopurulent chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/1162178332
12,CA20.12,Mixed simple and mucopurulent chronic bronchitis,X,J41.8,Mixed simple and mucopurulent chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/780739672
12,CA20.13,Protracted bacterial bronchitis,X,J42,Unspecified chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/1708025148
12,CA20.1Y,Other specified chronic bronchitis,X,J42,Unspecified chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/290835130/other
12,CA20.1Z,"Chronic bronchitis, unspecified",X,J42,Unspecified chronic bronchitis,http://id.who.int/icd/release/11/2022-02/mms/290835130/unspecified
12,CA20.Y,Other specified bronchitis,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/11753425/other
12,CA20.Z,"Bronchitis, unspecified",X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/11753425/unspecified
12,CA21,Emphysema,X,J43,Emphysema,http://id.who.int/icd/release/11/2022-02/mms/1948124976
12,CA21.0,MacLeod syndrome,X,J43.0,MacLeod syndrome,http://id.who.int/icd/release/11/2022-02/mms/1030867505
12,CA21.1,Panlobular emphysema,X,J43.1,Panlobular emphysema,http://id.who.int/icd/release/11/2022-02/mms/1480198053
12,CA21.2,Centrilobular emphysema,X,J43.2,Centrilobular emphysema,http://id.who.int/icd/release/11/2022-02/mms/748115804
12,CA21.Y,Other specified emphysema,X,J43.8,Other emphysema,http://id.who.int/icd/release/11/2022-02/mms/1948124976/other
12,CA21.Z,"Emphysema, unspecified",X,J43,Emphysema,http://id.who.int/icd/release/11/2022-02/mms/1948124976/unspecified
12,CA22,Chronic obstructive pulmonary disease,X,J44,Other chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/133207228
12,CA22.0,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",X,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",http://id.who.int/icd/release/11/2022-02/mms/1665365733
12,CA22.1,Certain specified chronic obstructive pulmonary disease,X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/143605159
12,CA22.Z,"Chronic obstructive pulmonary disease, unspecified",X,J44,Other chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/133207228/unspecified
12,CA23,Asthma,X,J45,Asthma,http://id.who.int/icd/release/11/2022-02/mms/1656445230
12,CA23.0,Allergic asthma,X,J45.0,Predominantly allergic asthma,http://id.who.int/icd/release/11/2022-02/mms/1870104478
12,CA23.00,Allergic asthma with exacerbation,X,J45.0,Predominantly allergic asthma,http://id.who.int/icd/release/11/2022-02/mms/474902557
12,CA23.01,Allergic asthma with status asthmaticus,X,J46,Status asthmaticus,http://id.who.int/icd/release/11/2022-02/mms/1600219939
12,CA23.02,"Allergic asthma, uncomplicated",X,J45.0,Predominantly allergic asthma,http://id.who.int/icd/release/11/2022-02/mms/1779929269
12,CA23.1,Non-allergic asthma,X,J45.1,Nonallergic asthma,http://id.who.int/icd/release/11/2022-02/mms/1461326813
12,CA23.10,Non-allergic asthma with exacerbation,X,J45.1,Nonallergic asthma,http://id.who.int/icd/release/11/2022-02/mms/364410074
12,CA23.11,Non-allergic asthma with status asthmaticus,X,J46,Status asthmaticus,http://id.who.int/icd/release/11/2022-02/mms/1596138435
12,CA23.12,"Non-allergic asthma, uncomplicated",X,J45.1,Nonallergic asthma,http://id.who.int/icd/release/11/2022-02/mms/438028710
12,CA23.2,Other specified forms of asthma or bronchospasm,X,J45,Asthma,http://id.who.int/icd/release/11/2022-02/mms/347173617
12,CA23.20,Aspirin-induced asthma,X,J45,Asthma,http://id.who.int/icd/release/11/2022-02/mms/1030818265
12,CA23.21,Exercise-induced bronchospasm,X,J45,Asthma,http://id.who.int/icd/release/11/2022-02/mms/841017462
12,CA23.22,Cough variant asthma,X,J45,Asthma,http://id.who.int/icd/release/11/2022-02/mms/1466639844
12,CA23.3,Unspecified asthma,X,J45.9,"Asthma, unspecified",http://id.who.int/icd/release/11/2022-02/mms/2138913203
12,CA23.30,Unspecified asthma with exacerbation,X,J45.9,"Asthma, unspecified",http://id.who.int/icd/release/11/2022-02/mms/753457166
12,CA23.31,Unspecified asthma with status asthmaticus,X,J46,Status asthmaticus,http://id.who.int/icd/release/11/2022-02/mms/1480952049
12,CA23.32,"Unspecified asthma, uncomplicated",X,J45.9,"Asthma, unspecified",http://id.who.int/icd/release/11/2022-02/mms/577724120
12,CA24,Bronchiectasis,X,J47,Bronchiectasis,http://id.who.int/icd/release/11/2022-02/mms/1935524933
12,CA25,Cystic fibrosis,IV,E84,Cystic fibrosis,http://id.who.int/icd/release/11/2022-02/mms/514403112
12,CA25.0,Classical cystic fibrosis,IV,E84.0,Cystic fibrosis with pulmonary manifestations,http://id.who.int/icd/release/11/2022-02/mms/290257878
12,CA25.1,Atypical cystic fibrosis,IV,E84,Cystic fibrosis,http://id.who.int/icd/release/11/2022-02/mms/955958081
12,CA25.2,Subclinical cystic fibrosis,IV,E84.8,Cystic fibrosis with other manifestations,http://id.who.int/icd/release/11/2022-02/mms/1323966141
12,CA25.Z,"Cystic fibrosis, unspecified",IV,E84,Cystic fibrosis,http://id.who.int/icd/release/11/2022-02/mms/514403112/unspecified
12,CA26,Chronic bronchiolitis,X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/1067593741
12,CA26.0,Chronic obliterative bronchiolitis,X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/592711730
12,CA26.1,Diffuse panbronchiolitis,X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/291357751
12,CA26.Y,Other specified chronic bronchiolitis,X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/1067593741/other
12,CA26.Z,"Chronic bronchiolitis, unspecified",X,J44.8,Other specified chronic obstructive pulmonary disease,http://id.who.int/icd/release/11/2022-02/mms/1067593741/unspecified
12,CA27,Tracheobronchitis,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/1889351414
12,CA27.0,Tracheobronchopathia osteochondroplastica,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/1797446244
12,CA27.1,Tracheobronchomegaly,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/2120724910
12,CA27.Y,Other specified tracheobronchitis,X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/1889351414/other
12,CA27.Z,"Tracheobronchitis, unspecified",X,J40,"Bronchitis, not specified as acute or chronic",http://id.who.int/icd/release/11/2022-02/mms/1889351414/unspecified
12,CA2Y,Other specified lower respiratory tract disease,X,J40-J47,Chronic lower respiratory diseases,http://id.who.int/icd/release/11/2022-02/mms/1582386590/other
12,CA2Z,"Lower respiratory tract disease, unspecified",X,J40-J47,Chronic lower respiratory diseases,http://id.who.int/icd/release/11/2022-02/mms/1582386590/unspecified
12,nan,Lung infections,X,J09-J18,Influenza and pneumonia,http://id.who.int/icd/release/11/2022-02/mms/915779102
12,CA40,Pneumonia,X,J09-J18,Influenza and pneumonia,http://id.who.int/icd/release/11/2022-02/mms/142052508
12,CA40.0,Bacterial pneumonia,X,J15,"Bacterial pneumonia, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1323682030
12,CA40.00,Pneumonia due to Chlamydophila pneumoniae,X,J16.0,Chlamydial pneumonia,http://id.who.int/icd/release/11/2022-02/mms/1258650683
12,CA40.01,Pneumonia due to Escherichia coli,X,J15.5,Pneumonia due to Escherichia coli,http://id.who.int/icd/release/11/2022-02/mms/680186620
12,CA40.02,Pneumonia due to Haemophilus influenzae,X,J14,Pneumonia due to Haemophilus influenzae,http://id.who.int/icd/release/11/2022-02/mms/732824952
12,CA40.03,Pneumonia due to Klebsiella pneumoniae,X,J15.0,Pneumonia due to Klebsiella pneumoniae,http://id.who.int/icd/release/11/2022-02/mms/1250089989
12,CA40.04,Pneumonia due to Mycoplasma pneumoniae,X,J15.7,Pneumonia due to Mycoplasma pneumoniae,http://id.who.int/icd/release/11/2022-02/mms/963399569
12,CA40.05,Pneumonia due to Pseudomonas aeruginosa,X,J15.1,Pneumonia due to Pseudomonas,http://id.who.int/icd/release/11/2022-02/mms/801706385
12,CA40.06,Pneumonia due to Staphylococcus,X,J15.2,Pneumonia due to staphylococcus,http://id.who.int/icd/release/11/2022-02/mms/1533297008
12,CA40.07,Pneumonia due to Streptococcus pneumoniae,X,J13,Pneumonia due to Streptococcus pneumoniae,http://id.who.int/icd/release/11/2022-02/mms/1480627948
12,CA40.08,Pneumonia due to Beta-haemolytic streptococcus,X,J15.3,"Pneumonia due to streptococcus, group B",http://id.who.int/icd/release/11/2022-02/mms/1043303674
12,CA40.0Y,Pneumonia due to other specified bacteria,X,J15.8,Other bacterial pneumonia,http://id.who.int/icd/release/11/2022-02/mms/1323682030/other
12,CA40.0Z,"Bacterial pneumonia, unspecified",X,J15,"Bacterial pneumonia, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1323682030/unspecified
12,CA40.1,Viral pneumonia,X,J12,"Viral pneumonia, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1024154490
12,CA40.10,Pneumonia due to Adenovirus,X,J12.0,Adenoviral pneumonia,http://id.who.int/icd/release/11/2022-02/mms/1912319301
12,CA40.11,Pneumonia due to Respiratory syncytial virus,X,J12.1,Respiratory syncytial virus pneumonia,http://id.who.int/icd/release/11/2022-02/mms/347103441
12,CA40.12,Pneumonia due to parainfluenza virus,X,J12.2,Parainfluenza virus pneumonia,http://id.who.int/icd/release/11/2022-02/mms/1612525614
12,CA40.13,Pneumonia due to Human metapneumovirus,X,J12.3,Human metapneumovirus pneumonia,http://id.who.int/icd/release/11/2022-02/mms/89587132
12,CA40.1Y,Pneumonia due to other specified virus,X,J12.8,Other viral pneumonia,http://id.who.int/icd/release/11/2022-02/mms/1024154490/other
12,CA40.1Z,"Viral pneumonia, unspecified",X,J12,"Viral pneumonia, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1024154490/unspecified
12,CA40.2,Fungal pneumonia,X,J17.2,Pneumonia in mycoses,http://id.who.int/icd/release/11/2022-02/mms/1176185297
