cmea_title,icd10_range,icd10_code
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M70
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M71
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M72
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M73
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M75
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M76
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M77
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M79
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M80
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M81
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M82
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M83
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M84
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M85
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M87
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M88
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M89
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M90
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M91
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M92
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M93
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M94
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M95
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M96
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M99
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N00
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N01
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N02
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N03
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N04
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N05
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N06
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N07
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N08
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N11
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N12
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N13
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N14
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N15
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N16
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N17
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N18
Nephritis and nephrosis,"N00,N01,N02,N03,N04,N05,N06,N07,N08,N11,N12,N13,N14,N15,N16,N17,N18,N19",N19
Urolithiasis,"N20,N21,N22,N23",N20
Urolithiasis,"N20,N21,N22,N23",N21
Urolithiasis,"N20,N21,N22,N23",N22
Urolithiasis,"N20,N21,N22,N23",N23
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N25
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N26
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N27
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N28
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N29
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N31
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N32
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N33
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N35
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N36
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N37
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N39
Other genitourinary system - Kidney & Ureter,"N25,N26,N27,N28,N29,N31,N32,N33,N35,N36,N37,N39,N99",N99
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N40
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N42
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N43
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N44
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N45
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N46
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N47
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N48
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N50
Other genitourinary system - Male genital organs,"N40,N42,N43,N44,N45,N46,N47,N48,N50,N51",N51
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N75
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N76
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N77
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N80
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N81
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N82
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N83
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N84
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N85
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N86
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N88
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N89
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N90
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N91
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N92
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N93
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N94
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N95
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N96
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N97
Other genitourinary system - Female pelvic organs,"N75,N76,N77,N80,N81,N82,N83,N84,N85,N86,N88,N89,N90,N91,N92,N93,N94,N95,N96,N97,N98",N98
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O00
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O01
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O02
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O03
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O04
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O05
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O06
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O07
Abortion or miscarrage,"O00,O01,O02,O03,O04,O05,O06,O07,O08",O08
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O11
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O12
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O13
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O14
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O15
Hypertensive disorders of pregnancy,"O11,O12,O13,O14,O15,O16",O16
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O20
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O43
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O44
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O45
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O46
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O67
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O71
Obstetric haemorrhage,"O20,O43,O44,O45,O46,O67,O71,O72",O72
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O21
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O22
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O24
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O25
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O26
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O28
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O29
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O30
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O31
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O32
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O33
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O34
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O35
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O36
Other maternal conditions (2),"O21,O22,O24,O25,O26,O28,O29,O30,O31,O32,O33,O34,O35,O36,O40,O42,O43,O47,O48,O60,O61,O62,O63,O68,O69,O70,O73,O74,O75,O80,O81,O82,O83,O84,O87,O88,O89,O90,O92,O94,O95,O96,O97,O98,O99,F53",O40
